row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,bld_plt1_blk_02.mzML Peak area,bld_plt2_05_720_1.mzML Peak area,bld_plt2_04_120_1.mzML Peak area,bld_plt2_03_240_1.mzML Peak area,bld_plt1_10_120_1.mzML Peak area,bld_plt1_08_720_1.mzML Peak area,bld_plt1_07_600_1.mzML Peak area,bld_plt1_08_600_1.mzML Peak area,bld_plt1_07_120_1.mzML Peak area,bld_plt2_03_120_1.mzML Peak area,bld_plt1_07_240_1.mzML Peak area,bld_plt1_04_600_1.mzML Peak area,bld_plt1_08_240_1.mzML Peak area,bld_plt1_04_480_1.mzML Peak area,bld_plt1_04_240_1.mzML Peak area,bld_plt1_05_600_1.mzML Peak area,skin_01_0_FH.mzML Peak area,bld_plt2_blk_04.mzML Peak area,bld_plt2_10_480_1.mzML Peak area,bld_plt2_04_0_1.mzML Peak area,bld_plt2_07_0_1.mzML Peak area,bld_plt2_07_480_1.mzML Peak area,bld_plt2_05_0_1.mzML Peak area,bld_plt2_01_480_1.mzML Peak area,bld_plt2_07_720_1.mzML Peak area,bld_plt1_10_600_1.mzML Peak area,bld_plt1_05_240_1.mzML Peak area,bld_plt2_03_720_1.mzML Peak area,bld_plt1_05_480_1.mzML Peak area,bld_plt2_05_120_1.mzML Peak area,bld_plt1_10_0_1.mzML Peak area,bld_plt2_01_240_1.mzML Peak area,skin_blank_03.mzML Peak area,bld_plt2_08_480_1.mzML Peak area,bld_plt2_10_240_1.mzML Peak area,bld_plt2_08_120_1.mzML Peak area,bld_plt2_04_720_1.mzML Peak area,bld_plt2_08_0_1.mzML Peak area,skin_01_240_FH.mzML Peak area,skin_01_120_FH.mzML Peak area,skin_05_120_FH.mzML Peak area,skin_05_240_FH.mzML Peak area,skin_04_120_FH.mzML Peak area,skin_03_720_FH.mzML Peak area,skin_03_120_FH.mzML Peak area,skin_01_720_FH.mzML Peak area,skin_03_240_FH.mzML Peak area,skin_01_480_FH.mzML Peak area,bld_plt2_10_720_1.mzML Peak area,skin_07_120_FH.mzML Peak area,skin_07_0_FH.mzML Peak area,skin_03_600_FH.mzML Peak area,skin_04_720_FH.mzML Peak area,skin_04_240_FH.mzML Peak area,skin_blank_20.mzML Peak area,skin_03_0_FH.mzML Peak area,skin_01_600_FH.mzML Peak area,skin_03_480_FH.mzML Peak area,bld_plt1_03_0_1.mzML Peak area,bld_plt1_03_600_1.mzML Peak area,bld_plt1_03_480_1.mzML Peak area,bld_plt1_01_0_1.mzML Peak area,bld_plt1_01_600_1.mzML Peak area,bld_plt1_01_120_1.mzML Peak area,bld_plt1_01_720_1.mzML Peak area,skin_07_600_FH.mzML Peak area,skin_07_480_FH.mzML Peak area,skin_05_720_FH.mzML Peak area,skin_08_240_FH.mzML Peak area,skin_07_720_FH.mzML Peak area,skin_05_480_FH.mzML Peak area,skin_04_0_FH.mzML Peak area,skin_04_480_FH.mzML Peak area,skin_04_600_FH.mzML Peak area,skin_08_120_FH.mzML Peak area,skin_08_480_FH.mzML Peak area,skin_05_0_FH.mzML Peak area,skin_10_240_FH.mzML Peak area,skin_10_720_FH.mzML Peak area,skin_08_0_FH.mzML Peak area,skin_08_720_FH.mzML Peak area,skin_10_600_FH.mzML Peak area,skin_10_0_FH.mzML Peak area,skin_10_480_FH.mzML Peak area,skin_10_120_FH.mzML Peak area,skin_07_240_FH.mzML Peak area,skin_05_600_FH.mzML Peak area,skin_08_600_FH.mzML Peak area,
9309,150.06294385126415,4.962045,,,,84,139,[M+H]+,,2,9312;9309,149.05562,130.08562,42.259052,0,156.64075,0,51.15745,345.31912,0,276.11902,95.95847,88.203415,496.61798,962.82654,0,0,0,150.12009,260.57776,59.99539,0,0,0,0,0,0,52.069206,0,0,0,0,428.45343,0,178.20256,0,0,0,0,0,2166415.5,2244137.0,2546182.2,2222284.8,3265370.8,2940925.8,2768777.2,2190778.2,2306443.0,2306579.5,0,915477.06,878542.0,3542555.2,3343539.2,2765996.5,779.64355,2652389.5,2223507.5,3544096.0,0,111.4226,0,0,185.35068,0,57.32955,1136611.0,1044199.1,2350212.8,1038383.2,1139662.5,2350849.2,2771097.8,3465421.5,4026474.8,907086.5,1079395.9,2673931.2,1430473.0,1041058.7,816612.25,833080.8,1284011.8,1219925.2,1238181.9,1317996.1,1479229.8,2881786.5,792032.3,
4203,151.03904527120193,3.3038142,,,,82,,,,,,,0,0,0,19.682175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.045887,0,18.25209,0,0,0,0,0,32.27134,11865.485,14864.08,18189.518,23748.55,20752.832,24205.29,21734.508,12399.753,24074.195,14087.629,24.084646,7706.0513,4771.0234,25724.787,26098.62,21325.773,0,19209.209,13596.942,28170.674,0,0,0,0,0,0,0,11374.337,13023.105,15601.481,14039.659,10439.678,22284.549,11199.636,40089.273,25158.443,13312.279,13100.217,22936.25,14674.535,15344.479,11167.246,14159.276,17312.146,10867.972,19556.707,18674.574,17603.297,7848.89,16856.578,
2560,151.0390704530099,2.7843976,,,,41,,,,,,,0,0,0,0,14.208349,0,29.8143,0,10.749745,0,29.205017,0,0,0,0,0,0,0,0,22.3143,109.48512,45.01614,0,0,10.270117,8.797106,0,24.942394,0,18.443813,97.048615,0,0,38.58038,18.990797,26.892628,20.656221,36.462757,19942.227,26016.658,26910.73,23922.312,24323.398,31761.24,30795.973,25194.543,31799.113,22420.555,30.62217,11723.199,9673.693,38910.01,31758.42,23662.451,0,22902.865,21424.62,38266.316,15.940716,0,19.650387,36.134975,0,17.66232,0,17740.361,15979.931,25895.195,23831.02,17468.95,23651.453,19144.557,36006.805,36348.254,24687.193,20926.357,29586.748,26081.559,23774.908,18340.723,25431.293,27071.002,17667.12,25313.725,23198.496,20690.682,28022.809,17777.229,
5933,151.07536784275865,3.7914674,,,,,,,,,,,0,3384.9446,730.18884,1938.3303,3593.542,3674.6826,2668.4897,6618.982,2725.5916,753.8376,1768.0383,1250.8805,3871.6963,821.51825,975.3107,6729.161,155.64275,14.4501705,889.87695,0,517.19714,0,805.932,0,2234.8276,0,39.518333,47.00934,588.95605,437.2818,5097.639,0,13.86219,488.836,0,0,0,764.8396,1841.3152,7137.545,8346.464,6131.174,7890.3926,15907.349,15803.363,2612.401,12811.177,2240.538,0,9318.292,7245.799,23058.88,2064.537,4077.6653,60.238976,14589.824,1576.8837,13946.883,2447.5244,3567.6426,2509.1125,32.806767,308.23676,0,616.0522,11023.462,15277.501,6407.8354,12137.661,10232.225,5459.7383,1312.449,10694.774,4208.1826,13530.895,16121.659,4312.1807,21588.303,12259.458,12874.199,10356.958,16707.057,15743.768,16023.08,25014.113,20592.457,10273.741,12257.041,
560,151.07544268610812,1.5235524,,,,,,,,,,,0,0,0,0,0,0,0,11.468349,0,19.92334,10.363476,21.968994,21.348618,10.430832,0,0,126.845634,0,0,7.641492,0,0,0,0,0,0,11.778767,10.767186,0,0,0,0,25.122658,0,0,8.937214,0,7.88229,8419.529,35344.582,10764.064,52204.668,49231.38,81648.12,86318.66,6424.59,23386.008,18144.43,0,25433.53,3706.093,102115.555,30415.854,57832.33,64.37107,11520.457,17980.078,94025.805,0,10.196079,0,0,0,0,15.91446,18762.32,8902.628,6975.601,4617.909,12231.397,18525.29,13951.221,18792.582,74394.26,53480.15,15230.258,61878.875,63465.19,36463.73,8382.732,4467.6675,61913.598,42459.777,56780.68,22522.041,63386.98,61636.684,21228.986,
1276,151.07544952817494,2.336174,,,,91,31,[M-2H2O+H]+,,2,1272;1276,186.08935,0,10.2831955,0,0,9.551134,20.309563,28.154968,31.66667,11.312483,0,11.454168,12.334213,104.44122,0,0,11.473076,119.52639,0,14.825449,0,0,17.361813,11.225227,52.18043,10.572833,11.1853485,29.854816,11.85133,14.73769,14.4105625,84.09909,24.364803,26.393463,108.12924,0,12.591995,8.09951,36.151703,34936.582,40105.164,63388.29,59651.883,64561.902,83371.2,86389.73,44703.35,73096.74,43115.703,42.403896,34617.43,29351.121,98489.39,63212.18,66653.44,163.246,66277.34,38221.04,114899.695,21.927462,0,0,14.550333,37.547142,0,44.600094,46225.855,57684.312,45190.293,60220.617,45045.93,59302.375,43652.45,78115.53,78801.41,63359.758,59741.477,59467.332,72280.52,61573.42,48365.613,55223.56,69877.31,58905.89,70901.08,74088.75,65240.883,74259.1,52439.43,
2856,151.07546279953894,2.8639057,,,,168,,,,,,,0,175.12682,131.50084,181.67052,129.44983,173.62247,160.19664,213.26825,159.62813,135.86688,350.78888,199.38513,146.23462,94.38586,163.29068,85.043106,42.49797,10.079514,67.3839,177.2193,243.17883,166.9168,241.12196,13.269819,201.41934,115.35678,128.25859,198.83774,263.28574,361.1567,155.31152,35.507374,43.221962,158.24113,184.69781,387.89157,137.46738,145.02087,28850.064,18170.885,48027.01,56418.613,36373.676,71645.08,96312.41,17989.506,91945.16,17336.059,74.61325,33804.133,46688.56,68290.02,76533.86,49902.52,132.65205,84205.53,11380.277,195266.06,172.07106,25.664616,71.28131,31.889816,24.75143,33.01907,36.064716,44232.5,79101.38,50544.05,64660.37,40968.22,36464.85,49853.555,50428.746,49968.023,51193.67,96768.08,81387.87,78470.35,69245.12,63891.402,80272.914,102148.97,52538.223,72866.54,135348.28,117426.586,62468.152,47867.45,
919,151.07547187227914,2.1347508,,,,229,,,,,,,10.403043,8.691104,0,0,11.021046,11.947496,10.403906,40.868103,13.024649,14.906883,15.800201,71.208534,169.50964,17.825184,29.224464,13.623186,112.37958,0,20.456505,38.511436,21.852127,15.025188,9.503424,13.079115,9.813427,63.882324,11.355265,37.552135,14.4556675,11.914729,20.974842,21.875359,13.730572,76.09648,36.282986,44.78055,32.397778,28.480194,42881.473,50933.797,49469.008,58823.54,58322.297,75219.0,75212.31,51469.72,62528.727,56681.324,11.558086,29862.379,28418.977,84569.77,54639.836,60956.543,139.73958,61919.473,50404.223,83940.48,11.756111,0,23.52483,14.736845,28.777088,13.2714405,144.12549,43781.734,49854.14,45010.305,48080.5,38607.613,63877.434,39288.87,72639.37,65118.03,53175.73,48639.816,58206.277,58813.984,46912.38,43964.945,47746.605,61157.293,46538.23,56143.895,60892.273,56600.906,60505.457,43062.453,
4391,151.07550114423736,3.3474336,,,,268,86,[M-H2O+H]+,,2,4431;4391,168.07929,13.127438,10.042498,10.023357,10.901953,21.833366,9.286085,38.395718,72.594574,48.011906,11.036987,29.318253,23.789076,444.2267,28.95651,35.25197,13.846981,89.364876,10.717158,124.17392,15.251593,22.535091,32.462498,14.679899,13.555639,12.593544,30.05804,232.97939,154.23409,70.05849,104.134705,49.967987,151.88033,47.700203,40.910374,20.370083,14.055849,29.743519,43.966446,10769.925,15005.091,24823.729,27877.82,22610.045,35951.848,29063.508,9182.922,42026.516,11869.423,80.62955,19454.422,18088.28,25199.785,23418.027,31865.406,31.093618,28144.988,9713.123,52125.86,52.852962,27.63245,17.539906,24.91388,135.08049,20.550776,27.94802,23195.781,31110.238,18176.691,24526.863,24821.895,22296.984,20049.303,24281.402,30158.564,32476.969,20529.156,35967.715,33629.76,23932.512,18551.953,24317.895,32413.16,29311.24,39644.492,36921.05,34092.06,27328.697,21524.486,
7017,151.11180391710738,4.1589203,,,,100,,,,,,,0,0,0,0,32.458897,0,0,25.321058,0,0,0,10.892038,156.40639,0,0,0,17.517687,0,0,0,0,0,0,0,0,0,0,0,0,0,48.911087,0,0,0,0,0,0,0,10216.883,18911.293,15918.696,25594.709,11521.239,32088.838,13779.103,21339.016,12742.822,14138.641,0,7147.277,11711.802,21969.734,16436.645,12448.508,15.966515,17819.953,6054.7295,42827.56,0,0,0,0,135.25024,0,0,6652.907,8808.827,22120.713,18284.336,10107.203,7796.139,2278.2046,29849.309,21045.951,9611.884,8970.809,16690.662,22423.426,6842.67,6222.7295,4759.5537,15935.6045,6747.0786,19989.766,12914.057,13789.555,20647.422,3584.0269,
5143,151.11184836212897,3.5657842,,,,314,,,,,,,0,14.588484,15.673922,12.162197,27.128674,37.41529,143.10219,148.97565,16.17175,11.596672,86.851906,162.17586,286.90356,64.77927,46.4719,39.97223,0,0,182.98192,41.69874,42.39231,160.2395,26.256454,72.75597,27.215298,304.0171,38.586258,91.4312,159.60362,36.312607,42.332367,22.831148,0,55.253204,57.72293,109.04655,77.9135,366.06744,45675.8,18609.27,75402.08,34064.67,26102.639,25799.266,32129.658,13375.2295,37563.023,16626.904,245.15765,15644.02,41926.074,57544.453,22176.77,34436.984,11.901344,40166.883,18502.094,55923.047,14.951889,129.0305,47.64756,0,124.737495,68.13488,236.44812,22972.521,20414.043,25194.05,19065.184,17362.59,31460.055,53354.125,19998.734,24425.29,18530.64,22650.71,30884.633,39128.785,21826.52,16954.607,21460.393,31881.67,15451.146,25659.19,23125.846,21271.361,22043.756,56322.61,
1770,151.11186353145453,2.5452552,,,,91,,,,,,,0,13.31024,19.679092,0,18.916643,81.96145,212.86989,107.22389,41.802246,0,244.98514,119.46481,38.288437,67.839264,19.787779,112.59848,10.992132,0,0,0,14.585758,48.81287,17.023155,10.908345,87.85826,21.922083,43.852516,38.090775,92.60825,12.4095,70.02963,0,14.597198,53.487247,10.301342,24.508286,142.51004,33.986214,25180.041,28705.271,51163.824,62968.81,45965.438,95931.41,92165.74,18134.09,73102.91,45160.035,59.241653,29959.312,29719.027,60999.156,41001.09,51606.58,10.529564,66072.42,33691.9,101146.58,40.23078,0,0,0,93.18184,10.179701,148.30588,38138.676,46391.582,50995.52,47822.473,38184.49,63888.375,30787.498,79853.14,80714.85,54012.555,40665.18,58490.12,19586.277,29526.309,36145.773,36412.35,56840.68,22168.7,47995.277,54913.0,61701.04,57897.87,33462.926,
2573,151.111872365102,2.7996774,,,,41,,,,,,,0,10.567762,32.15088,627.036,59.00916,369.73288,44.9459,188.87308,11.3188,35.089264,13.151782,116.92449,302.21228,99.745285,58.15306,119.158646,10.206902,0,59.01239,13.437523,51.743267,193.37102,29.482271,118.98259,15.000607,93.256546,316.1269,59.546227,51.795525,151.76045,28.357788,195.45647,7.461333,344.47055,257.62936,26.963186,132.41724,105.68695,32870.098,41239.32,51859.227,46846.66,47682.92,53918.613,67549.414,67814.91,71028.66,28628.725,151.19789,29408.367,31463.148,84020.586,61431.348,61193.344,15.279189,58431.215,26969.008,112348.61,0,122.99431,231.32314,18.947027,200.33836,21.508396,47.568607,44386.25,45691.105,45160.203,41222.766,38885.76,46194.945,36175.844,57321.797,56259.4,46288.883,44476.574,45541.863,94648.734,44476.07,38034.76,42461.777,54287.562,72691.72,58071.71,60843.715,61972.934,74348.97,41896.113,
15331,152.0068189281716,8.713991,,,,,,,,,,,339.65704,142.09698,411.34872,568.9579,409.90643,323.4844,953.93304,328.50845,129.79352,299.99515,226.23975,326.36044,741.97833,512.24286,244.68317,338.9008,879.8427,600.2321,450.5513,198.38759,535.3443,77.245094,499.23297,336.50192,169.35248,124.13008,1042.8835,1331.1046,11321.151,596.52155,312.87283,28999.412,823.62805,155.06711,426.08545,691.5445,2622.2688,9299.164,725.091,450.25745,986.60895,89.47613,613.84,101.47794,196.95325,1536.7731,362.69104,151.76863,79531.03,263.93552,744.4055,405.84814,391.99835,370.47858,274.84503,305.60748,138.13051,310.83365,129.84682,531.90686,105.58809,147.09787,67.788704,658.8594,450.076,727.1212,84.407616,474.86688,1221.3706,549.60315,140.35274,963.271,460.67267,215.32436,1628.3214,224.6613,1797.6774,852.73553,399.09552,175.63719,292.0702,338.3576,213.40071,116.05699,822.15234,1670.4314,531.2747,910.4431,
1587,152.10706812472068,2.4703345,,,,,,,,,,,0,934.3373,0,0,556.10864,1850.2671,343.06024,3185.1057,0,0,0,0,1428.0785,58.688774,0,0,0,0,80.038864,0,0,1315.6621,0,3129.8855,0,153.85184,0,0,0,0,634.74286,1805.1533,0,3675.9082,959.28687,686.28143,0,1612.3495,0,0,0,505.54102,0,0,0,0,0,0,537.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.1516,0,4402.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
764,153.05468405207915,2.006165,,,,150,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,38.368603,0,0,0,362.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.57738,0,0,0,0,0,18792.965,20850.23,22551.266,34259.406,6870.533,9524.27,36283.223,31510.703,29087.883,7983.9614,0,15213.008,3872.397,43136.484,8260.289,52681.664,245.12314,16804.008,10831.666,54360.164,0,0,0,0,0,0,0,36505.465,27582.59,20429.062,20702.027,21369.16,41119.62,15003.218,37968.29,29250.592,11931.377,33527.15,35056.15,3786.2556,29531.303,19359.322,3866.0261,15521.531,25609.383,14099.487,10577.915,13914.819,73076.945,20562.379,
968,153.05469046271736,2.145021,,,,229,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8.818819,12.080757,0,0,0,159.49979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.748924,0,0,0,0,0,39292.85,54681.656,54335.555,29330.633,54043.363,78398.8,71260.11,8425.771,65703.3,54637.25,0,15918.947,7053.3955,33110.934,57353.97,17093.99,521.33344,56426.41,47913.99,40447.832,0,0,0,0,0,0,0,11259.234,11603.786,29660.855,42199.254,38173.65,15543.474,38252.418,82953.4,76514.49,55835.867,14121.658,41771.53,53961.285,11896.357,40651.066,40771.53,58367.06,23658.836,62410.863,57296.395,61424.863,16740.246,45873.367,
1389,153.0547741356057,2.4058568,,,,98,,,,,,,73.428535,1690.2046,1323.712,404.04156,1318.5583,1886.1133,2943.796,3119.323,2054.3972,3716.6663,4532.6772,2544.2034,7527.5596,3377.0044,2849.858,7422.992,94.70117,347.99097,1884.9117,1478.9722,1894.5764,1250.4557,3718.8384,2226.172,1934.415,2283.1257,7959.8096,10001.295,4603.0864,5910.8633,9840.2705,3200.4268,212.84283,7282.9097,2372.8398,2966.5708,2478.628,5301.5474,177399.58,236669.11,308283.0,387168.9,292763.88,480748.4,426505.97,250562.89,418175.4,215067.61,6399.1235,198372.44,157986.22,295249.97,256921.23,314605.6,687.70044,339659.03,191733.64,607132.3,2158.0034,1769.5518,984.4234,1969.0164,1779.4105,1553.7668,6759.921,235124.17,236957.31,297375.28,245524.25,248104.58,298595.16,275416.2,423144.84,382436.66,296315.7,233737.3,329211.97,100693.97,101738.66,205436.95,208568.38,292069.25,166310.0,216503.08,305070.84,376381.38,342966.8,182990.05,
6600,153.09105045613902,4.0114675,,,,199,106,[M-2H2O+H]+,,2,6600;6594,188.10534,16.756794,0,0,0,174.15317,47.78675,45.505814,407.4342,181.9125,74.702675,60.94494,308.34567,1028.0748,70.10021,103.56026,369.9668,89.70514,144.12209,85.81955,0,0,0,0,0,0,0,0,0,0,381.6911,1123.1638,0,112.369255,118.444695,34.64024,0,0,0,57485.223,80550.43,165891.36,131607.94,110520.66,188421.2,171287.0,56119.89,200068.9,74425.21,0,90512.734,61092.977,200428.16,133602.28,142819.2,37.857674,187942.6,61658.92,315487.16,191.95738,188.22258,250.22598,0,773.01575,0,697.85815,109825.44,126349.89,116793.17,99028.07,115858.59,127427.18,98495.93,186368.27,175994.97,149157.9,105562.734,175217.86,176545.92,100959.23,127155.78,120225.805,143984.36,102333.55,113185.586,216387.86,223655.98,172701.34,94557.06,
5366,153.0910992884635,3.62942,,,,314,,,,,,,13.193123,173.75592,13.849266,47.709267,57.725098,109.64509,33.53356,148.34589,24.435144,18.183012,135.01892,80.4171,489.3094,22.714893,58.997482,231.30666,57.18386,33.152237,12.211109,44.849586,17.26807,52.726868,33.599346,0,19.349302,0,342.66278,144.85321,130.67159,107.292404,359.35504,195.28915,28.490086,139.0347,14.162891,26.938549,0,83.10698,50446.41,28202.643,32168.088,38681.56,83589.04,142517.53,39420.973,18728.068,38881.414,28357.293,128.30084,14812.646,24581.53,110328.305,103544.65,33356.387,63.99018,69517.48,25294.5,134921.62,47.087578,103.03196,101.68373,0,244.33618,47.3049,226.23877,19886.664,31498.387,96984.9,33670.09,43929.402,42080.605,47906.02,101962.766,85407.16,35773.51,75215.44,45409.785,18426.08,31315.918,23681.564,73210.53,17801.49,43227.277,39965.332,16223.696,29896.576,44965.957,70946.63,
192,153.09111169444927,0.54707205,,,,,,,,,,,10.739788,10.771305,0,0,0,0,0,0,0,0,0,0,22.004114,0,0,0,542.26794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.93965,0,0,0,0,0,30957.354,36908.598,54799.605,55592.49,52228.11,70825.94,78875.47,35634.78,80670.97,9935.349,0,33093.473,33363.0,87953.336,60626.793,58081.875,168.00331,56272.465,17496.607,107973.45,0,0,0,0,0,0,0,19362.906,58049.383,43903.92,25977.105,43868.36,60876.945,16597.107,51528.816,64696.266,57998.523,33715.156,60849.496,66354.1,55280.098,44920.875,32397.512,59927.223,49690.582,64978.355,35669.582,58258.746,18420.105,29227.756,
1039,153.09113314726343,2.2228322,,,,229,,,,,,,69.86487,96.90346,234.24283,71.04291,71.341515,53.06318,224.5989,302.93558,124.10061,97.32249,189.572,144.80507,263.24826,600.1876,270.74316,200.25012,180.56664,71.61368,324.287,93.6496,169.81021,184.29565,54.45585,186.19,157.76756,331.42984,454.21576,538.7463,151.95767,327.87366,41.987366,245.69177,323.07388,190.89877,195.14743,230.71646,282.88632,86.70479,82075.15,150105.4,200563.19,148454.16,144558.28,200833.05,302710.75,140576.61,253413.98,145839.9,181.78954,71672.74,88989.25,363852.62,203964.31,242817.9,882.93243,155226.08,130519.19,255085.2,118.741554,90.24529,155.03017,49.834076,920.69666,179.61215,140.58482,159954.64,125158.54,172641.9,175087.66,148198.67,199953.97,114254.52,242797.34,257777.25,199736.38,159109.88,168551.22,221059.1,143769.44,97655.14,155550.31,222669.53,176898.34,226719.56,220610.73,169542.22,248638.12,146664.45,
3168,153.09113674096355,3.0013144,,,,168,,,,,,,156.61267,208.77113,265.3979,327.26996,224.85666,374.39066,301.39224,554.30005,237.0766,289.31708,248.54218,315.7735,534.3026,339.9304,157.2813,435.4321,94.132034,103.49592,326.6027,229.43274,317.3138,466.9279,120.836975,521.22485,226.16086,428.68832,834.393,355.7396,290.8479,320.06705,253.60806,302.78595,300.16058,524.74426,392.44266,299.19705,291.47852,98.39992,93644.34,115168.05,152510.84,176276.7,154507.42,226695.53,95445.23,47724.67,79434.14,51913.18,319.14835,38323.168,92932.375,202367.67,67137.84,76370.49,248.87305,167005.94,44573.355,232835.77,199.17108,244.12183,320.23938,339.22052,216.26056,244.59778,582.5089,60487.902,67802.19,176487.83,68053.16,145383.4,69953.2,132689.08,248156.98,82330.94,184940.34,56820.555,202024.69,67235.914,143666.16,153950.1,170056.3,210421.16,63288.11,68554.81,247735.22,192778.3,82920.89,163761.89,
4109,153.0911400948392,3.2774794,,,,67,,,,,,,43.51404,51.987335,42.970253,20.91597,247.17065,97.8792,27.008354,160.96951,114.695335,225.61128,205.56975,282.96255,464.7359,80.67221,139.72752,500.44113,119.88251,21.788704,159.0844,29.752415,109.299866,29.394527,365.6285,16.10049,27.45367,46.254745,694.2914,663.1853,239.68901,405.2926,416.38373,502.32617,120.005104,235.05267,110.278946,143.59918,97.67653,213.21114,64040.273,74512.07,99468.28,130758.74,93078.91,135370.02,144499.45,66875.49,154202.98,70609.016,268.69992,64395.918,61010.83,144174.72,103355.88,98544.08,54.00428,122138.1,62655.29,190148.19,96.07266,166.96542,43.025845,71.17803,288.06384,160.21451,387.70078,83875.46,93318.01,87718.48,86020.43,85687.64,125043.06,63844.293,147472.81,146245.53,91601.375,79630.984,128712.54,105159.1,88048.6,77570.46,84380.39,105465.93,86614.17,113594.86,107298.72,134875.75,118758.01,78909.555,
14272,153.1275152646273,6.909124,,,,85,,,,,,,0,0,199.10292,0,599.0689,1280.1572,2175.9988,3366.8547,2856.0674,5343.097,1115.4225,3349.094,3743.0696,4243.148,2797.33,5917.069,0,0,0,1762.9485,3198.3918,2643.1907,6364.621,2589.0598,3173.1108,3334.867,3496.401,5814.8843,7025.138,10433.007,2319.4749,7461.1265,0,4632.4663,2186.3914,9852.244,11426.215,11695.2295,45.290295,20.874222,25.279564,0,0,0,50.04429,0,0,0,8313.4375,0,0,0,204.95271,78.87793,0,0,0,0,3360.8533,1775.3636,724.95856,3197.1104,2812.9854,6230.831,1491.027,109.288315,0,0,37.892353,0,50.383186,0,151.66354,159.46811,12.17989,19.280266,0,0,38.240246,0,131.44543,34.8024,0,78.81041,35.86004,0,133.23009,40.171318,
211,154.07498982073218,0.5466813,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,74.32403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.4761,0,0,0,0,0,0,0,0,0,0,881.40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,154.08633341301862,1.0498457,,,,,,,,,,,0,18.095207,127.46882,29.105598,39.189167,22.056683,20.463015,19.217905,22.247398,14.665703,36.738342,0,24.460625,34.328644,0,14.943457,14.56226,58.995728,52.80442,19.45241,36.851276,28.639492,112.47459,53.814384,17.299683,12.529178,0,135.20398,18.18186,14.074603,0,72.44879,25.767439,35.764732,44.94005,46.95221,68.162476,85.16463,4968.08,2532.189,8460.893,14789.469,6636.5366,22462.379,27985.178,4478.378,12436.011,6103.9126,52.459557,6459.2827,2295.4658,28556.328,2844.7805,2166.0356,0,5734.0215,5547.654,26597.834,27.678019,23.120785,12.359798,0,31.561773,17.439173,24.768301,8020.3364,6723.0137,3230.5955,5088.8545,7974.0747,5149.0283,3867.133,11084.727,7208.578,8065.601,5821.981,18205.943,22741.562,8518.256,7272.3867,6030.7715,19608.63,15604.48,17939.445,8651.034,17625.543,7279.2427,6578.705,
1743,154.12264418653612,2.5076146,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9878645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635.6643,4663.485,4492.1987,0,3015.4368,0,8309.519,3302.4607,1581.8756,5368.2783,0,2909.1475,8448.431,10160.754,1082.8981,3652.4844,0,48912.055,5535.417,8240.96,0,0,0,0,0,0,0,5373.203,1868.4182,0,5700.987,734.9737,4508.067,10095.287,658.4763,5247.529,11889.619,20987.219,18416.05,1798.7405,2079.2903,12829.496,4192.32,10787.434,13320.492,3569.0198,7472.9106,5859.2983,2344.597,15727.569,
639,154.12273591838385,1.8161055,,,,,,,,,,,0,0,0,0,0,0,36283.195,0,46348.35,0,0,0,0,0,0,0,0,0,0,0,53285.18,38837.258,0,0,34086.34,0,0,0,0,0,0,0,0,13.888088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.29617,317.93634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.5342,112.243484,0,0,194.97383,0,1458.0704,0,0,0,0,0,0,0,0,0,0,0,0,0,310.68347,0,0,
8344,154.15906814514713,4.5589137,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15646.951,0,0,0,0,0,0,0,0,0,1221.6882,31607.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161599.02,8831.284,6596.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
