"","bld_plt1_01_0_1.mzML","bld_plt1_01_120_1.mzML","bld_plt1_01_600_1.mzML","bld_plt1_01_720_1.mzML","bld_plt1_03_0_1.mzML","bld_plt1_03_480_1.mzML","bld_plt1_03_600_1.mzML","bld_plt1_04_240_1.mzML","bld_plt1_04_480_1.mzML","bld_plt1_04_600_1.mzML","bld_plt1_05_240_1.mzML","bld_plt1_05_480_1.mzML","bld_plt1_05_600_1.mzML","bld_plt1_07_120_1.mzML","bld_plt1_07_240_1.mzML","bld_plt1_07_600_1.mzML","bld_plt1_08_240_1.mzML","bld_plt1_08_600_1.mzML","bld_plt1_08_720_1.mzML","bld_plt1_10_0_1.mzML","bld_plt1_10_120_1.mzML","bld_plt1_10_600_1.mzML","bld_plt2_01_240_1.mzML","bld_plt2_01_480_1.mzML","bld_plt2_03_120_1.mzML","bld_plt2_03_240_1.mzML","bld_plt2_03_720_1.mzML","bld_plt2_04_0_1.mzML","bld_plt2_04_120_1.mzML","bld_plt2_04_720_1.mzML","bld_plt2_05_0_1.mzML","bld_plt2_05_120_1.mzML","bld_plt2_05_720_1.mzML","bld_plt2_07_0_1.mzML","bld_plt2_07_480_1.mzML","bld_plt2_07_720_1.mzML","bld_plt2_08_0_1.mzML","bld_plt2_08_120_1.mzML","bld_plt2_08_480_1.mzML","bld_plt2_10_240_1.mzML","bld_plt2_10_480_1.mzML","bld_plt2_10_720_1.mzML","skin_01_0_UB.mzML","skin_01_120_UB.mzML","skin_01_240_UB.mzML","skin_01_480_UB.mzML","skin_01_600_UB.mzML","skin_01_720_UB.mzML","skin_03_0_UB.mzML","skin_03_120_UB.mzML","skin_03_240_UB.mzML","skin_03_480_UB.mzML","skin_03_600_UB.mzML","skin_03_720_UB.mzML","skin_04_0_UB.mzML","skin_04_120_UB.mzML","skin_04_240_UB.mzML","skin_04_480_UB.mzML","skin_04_600_UB.mzML","skin_04_720_UB.mzML","skin_05_0_UB.mzML","skin_05_120_UB.mzML","skin_05_240_UB.mzML","skin_05_480_UB.mzML","skin_05_600_UB.mzML","skin_05_720_UB.mzML","skin_07_0_UB.mzML","skin_07_120_UB.mzML","skin_07_240_UB.mzML","skin_07_480_UB.mzML","skin_07_600_UB.mzML","skin_07_720_UB.mzML","skin_08_0_UB.mzML","skin_08_120_UB.mzML","skin_08_240_UB.mzML","skin_08_480_UB.mzML","skin_08_600_UB.mzML","skin_08_720_UB.mzML","skin_10_0_UB.mzML","skin_10_120_UB.mzML","skin_10_240_UB.mzML","skin_10_480_UB.mzML","skin_10_600_UB.mzML","skin_10_720_UB.mzML"
"X9221_325.238_5.067",123.74405,497.3585,608.68677,499.52887,268.1511,240.22356,320.70044,429.83905,455.81183,82.96013,492.08017,449.89655,336.8421,447.88705,495.5861,377.53888,351.0905,576.9469,136.48688,867.4933,575.969,269.1072,783.87463,351.4457,448.93588,255.6213,747.90466,391.75977,290.9436,318.1264,195.61339,525.75494,284.50027,190.7262,307.2589,294.35492,666.7652,647.15045,479.9807,363.45636,183.05788,1120.4677,3312.9304,7620.662,2300.799,8991.776,3138.918,6196.9453,39991.094,36570.02,28159.945,29749.715,63357.535,35733.207,37593.613,18868.488,17314.86,23714.373,16015.138,16924.305,27960.727,13759.805,16952.002,28852.107,3500.5078,11933.156,7913.247,21088.309,9351.93,32422.82,17722.875,8259.46,9593.685,11157.293,9117.151,15485.162,21638.79,4017.4912,10249.487,9331.528,5888.473,12116.308,10899.795,17686.578
"X13013_325.272_6.644",224.73143,108.51044,375.46088,414.64606,135.53905,179.99434,38.2991,444.05588,66.61281,378.05176,440.7396,426.69186,497.64792,165.93306,255.61452,66.07387,178.1655,132.36325,189.48514,1761.1294,283.333,243.13593,377.3292,330.88013,134.53246,68.86104,278.45044,274.0716,114.55292,93.99815,134.54523,396.5081,135.43867,93.244095,210.12022,175.19057,550.44946,289.348,163.16566,272.77844,72.280014,74.38829,30173.996,35827.21,30841.738,67608.87,19695.47,20551.56,105094.35,75317.28,84211.445,115423.66,106812.75,164174.5,268557.88,128640.84,72141.125,64266.79,67347.766,79052.31,160094.36,38918.516,130234.914,33224.56,59972.164,54853.18,27721.014,10952.302,55776.887,21406.924,64922.008,91242.34,33633.426,38451.652,22447.975,54187.566,91623.38,65430.805,49832.562,52388.57,70883.65,40327.906,64515.91,53398.316
"X11510_325.274_6.027",165.38504,373.21985,331.38202,115.350525,165.02502,165.91322,170.67038,298.39212,86.59445,288.11957,240.10596,274.71558,323.17105,168.181,141.78957,63.985672,232.73895,559.51715,96.70653,159.14842,389.18213,146.09425,214.89856,173.27948,126.20351,336.89865,506.01938,404.98233,69.26521,594.8262,388.9121,768.7027,32.23839,68.75258,116.6183,48.814026,906.2375,757.17883,290.7742,175.91771,182.63527,489.96613,2582.321,6707.9536,4744.431,8203.475,4463.4907,3882.0496,14417.23,15267.907,9440.533,6891.481,7666.268,8917.344,11751.943,8642.394,10371.454,10201.32,2753.734,14313.245,19038.969,11159.096,12040.918,10550.494,6433.71,6306.1924,2422.031,3090.7163,14858.035,3458.1692,8952.292,10978.931,18832.104,12064.142,7045.0347,7452.8027,5554.78,6659.3394,11865.943,16232.619,17431.771,19367.59,19770.81,17072.102
"X11900_325.274_6.2",77.78483,55.35307,951.4569,519.856,150.80147,432.68835,877.7774,1317.2664,1070.018,112.19821,638.24677,360.51495,551.5989,900.22705,796.6961,1046.226,645.0768,1143.0503,660.73236,111.77472,588.90204,25.922447,738.0591,965.1433,508.02545,997.53894,1586.7941,168.6205,626.736,1117.1005,566.41876,1741.7518,411.61716,143.95032,92.40887,580.2307,602.96466,633.91034,1059.5691,59.069927,40.797348,1532.4205,25902.455,29467.922,28403.97,37954.38,20191.906,27400.377,69099.85,61024.402,68027.31,64613.883,72736.266,77924.086,73038.75,65768.4,50247.684,61009.645,57636.18,76130.39,34916.668,27140.717,45875.58,43283.867,37964.242,28835.465,29661.896,9359.776,25238.902,23073.445,58804.258,61252.977,25272.35,31742.357,27366.154,39943.426,22108.453,35670.22,46807.633,32254.277,33529.926,36199.094,33211.797,39749.67
"X9686_325.274_5.264",0,26.649889,134.39069,146.3843,27.02372,108.675674,174.52954,146.92538,121.258224,0,85.57724,32.448387,159.67964,226.25128,73.78727,150.24475,16.509483,186.22382,26.298462,37.00538,61.67771,0,189.46399,103.60187,145.73291,74.87823,188.00656,0,26.041267,51.386696,174.87326,252.4808,55.65251,12.1561985,28.774143,74.82369,23.525223,221.65128,158.16612,25.111202,0,339.04504,22835.9,26544.475,20357.213,31520.996,26103.496,33473.984,54949.01,61761.15,37462.137,55250.574,50724.684,56439.45,54867.027,42237.16,28941.096,42194.586,34991.64,48171.902,40284.39,32322.3,34448.742,42123.98,27806.717,22484.076,15694.061,35023.832,27724.22,41066.1,35356.547,38904.96,35241.664,44958.887,30014.504,35836.434,36799.34,33068.758,47828.754,40172.24,41155.918,51566.223,36258.71,39447.54
"X13932_325.31_7.019",0,0,0,0,0,25.22314,191.4923,249.5613,0,0,359.00168,0,0,137.9112,36.04367,142.51587,0,257.5925,118.66646,0,0,0,204.3333,236.98865,0,147.68163,651.9015,0,118.52887,443.0703,105.10545,191.1075,42.82916,0,0,183.1392,0,0,148.48694,0,0,212.95808,1166.1489,1464.5072,99.428955,2815.501,10839.045,1961.134,375.1253,1910.3137,413.557,267.41183,12880.742,16528.045,408.53998,186.82333,1188.7024,384.52518,152.80658,1945.2242,1269.28,559.20215,1630.0607,280.3376,444.2249,695.5175,99.74302,0,51.09291,0,70.771835,498.38205,217.9259,287.95303,635.0071,476.62662,12.826221,1550.0751,94.31357,808.34235,479.4097,1989.0262,408.14038,1022.4404
"X9044_326.108_4.959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19677.45,22914.666,11299.484,36474.535,21889.023,10458.569,21868.45,21477.92,17495.324,11711.3125,7327.858,21159.5,27990.225,23904.623,28728.941,35015.523,12656.506,30884.717,28637.98,18601.883,18829.527,22044.441,22681.35,25137.87,11757.584,13283.256,12926.215,10827.554,3728.6396,13565.407,12628.416,8461.218,6344.8125,4892.7656,12849.689,13423.585,2478.626,14375.43,9899.34,14381.003,14309.274,11648.402
"X10286_326.146_5.576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697.2712,0,0,0,0,0,0,0,0,0,0,0,22323.943,837.9066,0,2097.4302,3737.7756,2279.3982
"X468_326.17_1.054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.93086,104.66765,281.31036,1148.8115,61.17402,10237.898,1509.5519,2256.208,381.78113,1213.1974,79.770096,2973.815,3809.855,106.93585,673.0919,2119.5237,563.9591,109.100464,159.46234,29.264677,1068.9197,59.51912,445.43542,580.719,1155.946,109.42478,2051.2537,348.67572,89.92907,15.700037,108.285355,12.553305,34.543827,15324.579,1457.9159,45.858925,64.52521,64.8751,35.548107,2214.4922,317.49268
"X679_326.171_1.835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.5204,8659.7,6615.888,12464.206,28813.451,3766.8862,275865.56,45816.516,78775.95,53841.69,84407.05,18853.086,169775.16,65291.965,6558.693,42684.457,76015.34,5382.8403,36709.02,24122.484,1993.3108,83284.71,8692.533,4471.9014,5094.695,24958.486,2092.0754,35556.656,21267.818,3763.9038,1053.3275,7530.8467,188.54276,1554.6567,251718.1,29216.135,4031.225,1581.56,873.70374,2174.4465,39628.09,4521.8447
"X532_326.171_1.283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.61787,128.17491,975.2678,427.17957,171.22217,78601.32,2862.8564,2896.858,1251.6199,5013.6895,821.6595,30940.81,3698.801,488.523,3472.7725,2042.7542,837.31134,1858.9124,269.45477,61.184902,9626.686,172.58807,360.47693,561.49036,3872.176,44.71685,4785.863,409.6001,461.67642,0,135.49608,0,65.97584,57525.25,548.61206,88.697075,135.40971,69.786545,227.70486,3141.357,1020.5059
"X9176_326.175_5.049",786.47723,802.408,498.43863,390.5783,0,0,0,2484.4758,2213.999,1432.9086,0,0,0,117.0838,533.15466,216.23514,0,0,0,0,0,0,1188.5492,615.96277,0,0,0,3077.101,1579.3593,1809.165,22.925774,0,0,218.51547,119.129814,125.310074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X5687_326.232_3.764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089.167,0,726.15,14396.3545,7834.5273,4076.1733,0,0,0,0,0,0,0,0,0,0,0,0,23140.02,8170.02,38348.23,54343.812,14945.448,12911.945,0,0,0,0,0,0,0,0,0,0,0,0
"X5059_326.233_3.543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.301808,0,0,480.97864,1115.8867,1631.9792,2437.6353,1910.7327,1032.2676,11263.316,1280.4895,8013.7915,12314.584,6519.816,9624.328,1264.3901,684.66907,868.36084,4498.2593,1850.0459,1856.8934,2292.8887,1799.7817,741.449,996.27185,1462.7325,2549.815,42129.203,19111.889,66863.375,83376.35,25522.65,24966.754,3346.7605,1635.1858,1161.4833,740.68176,1516.9564,1050.9924,8708.174,4661.2974,3255.1062,6647.0986,15933.283,15154.123
"X6207_326.233_3.929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310.9106,549.0342,655.3845,7155.9043,5572.745,3886.8801,0,0,0,0,0,0,532.17224,0,0,0,0,0,17704.713,7029.494,23838.666,38500.812,11442.023,9647.486,0,0,0,0,0,0,392.65485,0,0,0,459.3598,0
"X4174_326.233_3.329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.02307,0,0,0,0,0,0,0,0,4011.918,0,1437.4712,7514.4844,2868.0767,2279.0605,0,0,0,0,0,0,929.3866,0,0,0,0,0,6259.7764,7234.7153,19983.725,36890.09,8878.375,7644.8076,0,0,0,0,510.211,0,0,0,0,0,0,0
"X3401_326.233_3.062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.36298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27675.998,6339.395,8436.339,43332.773,34775.305,28794.084,0,0,0,0,0,0,10910.098,789.8929,684.1782,7415.3496,1490.2827,5413.218,93525.9,55767.75,147384.17,33791.395,68943.95,56666.582,0,0,0,0,4576.9175,5147.293,0,0,0,0,0,0
"X4530_326.233_3.455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.11181,0,0,0,0,0,0,0,0,0,0,90.5811,0,0,480.97864,863.4081,0,0,0,0,2952.4456,1748.1792,1051.7633,21700.404,8794.022,8538.512,578.35986,0,0,0,1164.6368,850.81946,0,0,0,0,0,1342.8531,41181.992,20497.309,67456.08,81361.17,7805.108,22771.045,911.2513,0,0,0,950.0596,1111.4141,607.11194,759.0036,569.80273,1419.6268,1721.6465,0
"X10398_326.233_5.628",9348.556,1793.2732,7268.448,4833.5312,1508.1118,3125.4854,460.51535,12539.853,2889.0708,7138.3755,12113.454,14876.225,6594.908,4524.3145,8505.434,1613.5178,5027.386,1513.5673,2380.9773,35442.777,1458.2567,10281.476,2261.9197,1063.1273,174.06702,17.875492,1431.7288,1672.1272,758.5482,1336.8127,787.4835,2412.1248,256.36374,476.19952,832.07635,930.8537,2201.1626,982.24396,1143.267,948.41376,198.79208,2769.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X13151_326.276_6.682",0,0,0,0,0,0,0,0,0,0,19.914677,0,0,0,0,0,0,0,0,155.86122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.50806,4430.983,3128.2363,7322.2915,3430.0435,5153.905,13078.225,13039.373,10396.509,4819.671,12851,31825.637,46539.184,20356.771,9198.81,8063.5625,6787.262,11744.4375,25670.469,11378.072,19091.482,6856.8677,3098.0566,2590.5461,5686.2866,1098.6514,7596.514,3209.075,7232.4707,4953.856,4131.026,3471.4714,3393.9272,5882.756,10825.101,9632.482,2592.464,7942.9478,6530.67,4663.572,6435.451,11576.787
"X11916_326.306_6.212",942.19476,2716.8867,665.1187,444.54095,1334.2974,277.2755,306.91513,256.8837,278.89008,468.37238,135.57469,1083.9563,573.53705,522.8915,36.973988,113.49379,113.78313,18.465118,0,449.99542,23.614334,699.0104,1077.4781,176.19696,1719.6831,96.21325,912.60547,0,0,999.70917,715.8476,1811.6289,0,227.55896,103.26033,40.755478,677.4301,349.4256,280.0546,38.801346,0,1224.3682,6508.777,12630.895,16270.406,28558.48,26624.207,29031.15,9989.975,4195.249,3581.937,2969.64,7498.123,2655.4944,34151.527,16503.467,9218.892,8925.85,8913.397,14363.205,14758.795,3023.403,3701.4238,6744.9277,2528.6697,4381.1274,8732.741,1664.8776,5404.1694,4346.661,6908.3135,7307.624,1782.9186,809.00415,1879.9961,3710.9265,8594.22,11269.587,566700.06,192767.72,153538.72,104938.234,380861.12,314594.22
"X9027_326.342_4.989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.5138,0,0,0,0,0,0,0,0,0,0,0,16473.688,1717.0015,957.795,5347.7607,887.04517,4978.823,753.4938,0,4475.5156,3375.13,2516.5286,6091.5757,0,0,0,0,174.39186,1910.3768,43676.766,41045.85,11074.568,8862.459,11549.722,14549.118
"X10107_326.709_5.422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100137.01,0,1456.9377,741.8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2619_326.71_2.794",906.5463,972.55634,819.02295,1182.3978,732.4232,713.5764,504.04846,716.80505,808.72723,1130.508,565.4642,935.4818,901.05676,1580.5941,745.29443,796.42523,981.9847,832.7293,561.41766,1726.5588,636.3894,809.3041,1266.9175,763.6718,760.5629,606.2315,1157.0272,808.4413,622.6135,831.44727,671.0109,1246.4795,445.167,1394.1049,739.9003,759.90875,1084.1915,1030.892,913.8745,536.0727,568.45135,1043.6733,3015.3062,2974.3928,3152.8315,6064.9927,5387.765,6176.677,9779.734,5912.1133,4092.4387,9521.18,5084.144,3449.5898,7830.8193,3519.2168,1863.3827,1802.9915,1536.8744,0,6323.869,3695.3286,2674.292,8224.433,4320.6265,7905.961,1196698.9,17956.584,11265.347,24686.139,5839.3237,8210.462,2347.9546,1707.3074,1005.4081,2717.1545,11083.864,28703.318,1133.6995,3665.7188,3860.246,2338.0166,5323.3623,4057.4316
"X8060_327.008_4.546",551.78204,284.33246,1030.7385,1004.5963,307.78372,430.97214,318.77875,511.66437,574.7062,615.2778,1097.107,83.16089,444.12018,360.3882,565.65436,461.44885,990.6367,504.27618,443.9164,725.8438,254.75464,383.63806,754.4061,400.25558,322.42465,281.00897,873.5709,34.10456,351.53433,0,458.2137,744.4363,248.84924,584.76044,323.3251,429.85272,644.4547,501.1317,855.2216,466.6858,268.0525,569.31537,222.50241,1165.602,2278.5005,3555.3298,1921.0908,1420.0522,18690.64,11229.929,7975.511,10116.482,8752.192,10338.265,2333.5962,0,501.44202,0,0,346.36847,1435.4495,616.6585,471.91547,1847.4781,540.509,1341.96,6670.6646,6283.3496,5355.647,8343.277,5234.6304,4423.494,515.19214,642.7322,657.9188,500.53296,2969.6626,1729.9548,0,422.09726,0,358.748,810.8639,842.9941
"X9744_327.078_5.304",910.7001,1336.5211,1845.855,3502.6216,990.6349,1023.486,1310.39,1154.0071,1084.51,1002.6428,1561.3098,892.8263,1507.9354,1180.3776,947.9288,1038.892,874.2239,927.32446,1208.534,1186.3135,773.0432,1231.9381,1897.3455,2992.6472,1454.9927,851.06757,1210.1396,1378.3354,746.1797,999.0216,881.02765,1597.4219,1266.774,1682.2766,915.58575,1040.5331,979.8073,1225.6907,1548.4264,1166.7379,743.6163,946.99066,5026.05,10344.218,56226.215,385244.62,186613.55,121305.734,68961.305,13915.816,19486.188,17773.527,18823.59,43985.492,25735.637,8370.756,4045.0125,3683.1794,2030.7932,3611.2788,27222.418,5402.24,5348.324,52822.434,16588.275,17317.229,69524.57,14597.715,1056507.5,726752.4,306753.4,237968.58,1889.4916,4586.574,5575.659,12184.581,134008.27,286718.22,4816.552,4532.0146,4739.5605,7808.9785,12511.003,13907.856
"X2101_327.086_2.614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154497.97,149271.27,136597.06,190826.11,201075.28,200998.16,146828.08,253356.88,216731.16,235756.19,268435,236422.22,185730.72,183654.73,203729.64,293075.8,240843.86,259176.02,196617.28,192492.94,173003.8,264950.12,242128.34,231472.45,81033.3,152516.16,112090.3,122432.24,109251.086,145527.42,164821.67,160831.4,140141.73,118734.25,181934.2,159458.06,176462,152042.16,162436.52,177134.94,171340.23,188002.56
"X2717_327.159_2.846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383742.8,536225.2,431001.03,533204.2,505505.38,11033.903,429121.53,688240.75,609007.3,716188.44,18173.734,731433.44,497077.9,530747.56,568654.3,696310.2,564837.1,633072.56,508659.3,583030.25,649813.1,646527.44,527111.06,663571.06,330866.22,550785.7,8387.92,496855,350763.47,643857.9,550718.6,536175.5,479725.78,456712.84,486527.3,553670.2,449645.56,461062.28,397225.06,496933.56,469212.28,542902.1
"X3547_327.159_3.111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147413.2,192054.77,167785.31,182157.08,208105.75,195882.94,281156.88,335866.4,292399.03,308719.1,343583.44,332671.56,232845.2,235330.44,343796.44,274550.1,234684.88,261456.84,237717.25,186791.06,222869.83,298705.72,234657.72,259054.45,125687.64,273739.75,174720.45,184534.58,172645.61,246321.25,198889.25,233197.11,193862.27,168086.6,223368.61,264507.7,195241.69,163617.86,186901.98,223604.27,205658.45,221482.38
"X123_327.167_0.507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.32147,1084.1904,463.2371,2447.7346,4606.923,1239.5316,25657.512,10521.356,19191.012,9728.459,20733.176,10758.4,7128.0684,2240.8289,1945.2954,383.82355,1905.4487,0,5606.2837,4206.4775,3807.6978,9812.011,4038.105,9819.78,588.37854,5081.685,1548.6919,5594.071,949.1948,1369.3207,0,0,0,174.38208,17773.822,3897.419,1409.9955,1532.2898,1344.045,2851.9138,8864.105,2768.6143
"X4909_327.18_3.536",0,0,0,21.44783,0,0,0,25.580559,0,20.524933,0,0,0,0,0,0,10.500079,0,0,0,0,0,0,12.585937,0,0,0,12.788462,11.447378,0,0,0,0,0,0,0,0,46.720596,0,0,0,0,71194.94,77123.8,62339.848,31179.092,30846.762,83491.58,119581.24,170377.97,47668.695,224593.98,173888.92,86708.18,105461.664,114479.77,125504.63,143271.5,142537.4,118625.75,115911.266,110987.17,52878.06,117350.16,114805.375,125925.87,101675.62,140489.44,31995.545,102302.664,126908.14,110000.664,92843.05,106981.28,85363.85,80855.93,95177.055,32492.781,91862.7,30699.406,21075.197,107813.83,104377.66,39808.97
"X2992_327.192_2.934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66094.65,67154.96,0,27218.645,38289.465,1532.8756,0,0,0,1147.8912,0,0,0,0,0,0,0,0,0,0,0,0,0,9217.896,0,0,0,0,0,0
"X8530_327.2_4.713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.28624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.016289,5549.977,7308.9165,4601.8003,6626.054,8003.426,6549.3633,8219.443,10512.743,6171.5664,7495.7744,9576.196,9612.183,8112.454,7291.362,8817.467,10372.2,8425.762,9595.454,8647.269,9150.618,7613.2227,11171.407,11290.965,9443.393,3989.8782,4462.4355,2152.3994,2979.048,2435.2979,2902.5925,2698.8809,3176.1707,1820.7986,1760.8322,2646.149,2149.8916,2038.6401,1946.3726,1788.6508,1752.8547,3055.408,3120.3523
"X10302_327.201_5.568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87643.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X1058_327.201_2.161",1403.9349,2470.66,1194.2751,2008.043,784.9959,1355.9297,896.50085,1431.2843,1723.8672,1495.3734,1940.9053,1966.443,1717.4968,2165.857,1404.1733,1637.381,1490.4987,909.7679,937.44055,2190.6865,731.3747,1087.8815,3885.1077,1859.211,1512.4376,2018.5486,2694.582,1384.6377,1932.23,1446.9482,1026.3264,3605.2036,972.6062,2491.3984,2147.281,1656.6255,1711.8396,2234.436,2290.1848,1277.9402,1297.2268,1497.9781,25996.975,25006.395,22659.906,34775.99,35580.9,42832.574,72378.47,51875.08,50243.637,47151.168,46357.113,38464.203,54363.47,33050.633,29678.645,33909.227,25290.941,29670.275,70985.81,34308.95,30390.14,61803.984,42867.727,47672.137,3076513.2,101514.19,56970.508,95785.5,41320.258,45001.332,14927.199,18653.486,10028.12,10238.078,61510.28,79757.44,15933.657,10696.599,13994.966,11931.387,18168.832,15254.227
"X3665_327.217_3.142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199623.55,201632.81,133293.6,200068.62,240886.78,212546.7,315728.75,299966.38,334131.3,372217.03,402630.5,392206.3,258263.56,299524.12,251393.7,269291.38,285410.8,234071.52,296323.72,225715.4,235923.7,260049.28,222400.84,300690.72,133196.72,268202,187901.9,189855.45,164745.2,212077.55,165002.78,266278.2,154845.77,220663.23,200384.6,186496.42,186078.17,147315.7,155367.64,224660.44,237165.02,251092.34
"X6779_327.217_4.129",0,0,0,28.728716,0,0,0,46.42023,0,22.99772,0,0,37.240158,0,25.2826,0,134.08737,55.17732,0,46.717106,26.122623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8958.216,39548.34,15550.842,65231.15,39182.27,40215.566,54658.805,47006.824,52415.293,34632.008,63094.445,29148.701,50785.676,30044.867,30094.406,64244.81,83110.35,26992.363,34873.777,22334.434,51441.465,55816.242,78580.73,40158.17,22922.354,57748.914,51674.586,28894.154,57949.844,18434.025,35677.156,81066.86,34017.29,36050.04,46870.84,51037.742,24682.219,65055.406,44044.473,54436.242,55622.09,19114.916
"X5187_327.217_3.616",0,0,0,31.242872,0,0,0,0,0,0,0,0,0,0,0,0,9.057877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.943184,0,0,0,67033.47,78045.414,70715.5,173826.97,82401.33,145573.6,108565.91,281548.44,151102.77,177791.62,158038.64,275144.56,169748.42,105781.45,120254.49,236712.84,59631.043,132213.97,66565.16,222446.48,133604.33,123727.46,196495.81,130739.914,142803.27,227374.4,132126.31,92913.18,81906.734,172852.06,151090.02,135701.53,145051.83,73869.59,92519.25,75985.38,146984.8,88155.75,86994.734,101530.46,183406.28,102239.73
"X10189_327.233_5.461",150.60658,975.2094,293.4465,224.96587,22.379818,31.738667,14.065917,18.741875,13.350051,49.13573,29.329063,46.548717,16.921762,109.571014,29.715813,0,23126.955,17.690119,0,612.9834,190.21579,18.293913,438.388,357.32755,114.86064,0,49.06573,0,9.786831,84.49124,10.456127,14.432042,0,21.068905,54.59015,11.813449,387.70172,47.028683,120.154854,140.34929,0,350.81104,0,0,120.6997,0,268.7354,0,0,409.94766,0,0,0,0,0,0,0,252.78564,0,0,0,0,0,0,0,0,0,0,209.75089,631.3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
