formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id	featureId
1	C37H69N11O5	[M + H]+	C37H69N11O5	29.36054809581298	24.096840427611816	5.263707668201163	7	0.9689821145532513	5.4429389276945415	5.4429389276945415	2.189865842886776		748.55723	393.98137329101564	55_group2_sirius_14434	14434
1	C17H30O3	[M - H4O2 + H]+	C17H26O	15.065220190488386	15.065220190488386	0.0	6	1.0	1.4912161462618403	5.897215176137134	-145712.62342335496		247.20577	304.635	56_group2_sirius_10283	10283
1	C5H17N5O	[M + Na]+	C5H17N5O	1.0	1.0	0.0	1	0.0	NaN	NaN	-8.439563684370183		186.13096	216.51999999999998	57_group2_sirius_5696	5696
1	C9H17NO2	[M + H]+	C9H17NO2	93.69558416311594	93.69558416311594	0.0	13	0.7440349671733235	2.806612864498415	2.806612864498415	0.20195930471324547		172.13324	261.9575	58_group2_sirius_8226	8226
1	C15H26O4	[M + H]+	C15H26O4	49.08067489019163	49.08067489019163	0.0	15	0.9667250105255083	5.489354424295261	5.489354424295261	0.5687363189838441		271.19054	239.95	59_group2_sirius_6881	6881
1	C12H20O6	[M - H2O + H]+	C12H18O5	192.59230049116644	189.06979307861874	3.5225074125476996	50	0.8759140682759977	4.0667945828480345	4.0667945828480345	-74079.83551721826		243.12277	140.72793075561523	60_group2_sirius_1688	1688
1	C17H26O2	[M + H]+	C17H26O2	34.110452431584584	30.991900489951682	3.1185519416328997	8	1.0000000000000002	6.753695357481463	6.753695357481463	0.8870638627405832		263.20079	271.20500000000004	61_group2_sirius_8766	8766
1	C18H28O5	[M + H]+	C18H28O5	50.24224097841434	47.86376902771268	2.3784719507016576	9	1.0	4.036450849386583	4.036450849386583	-0.06287832719695902		325.20093	234.415	62_group2_sirius_6671	6671
1	C13H18N2O5	[M + H]+	C13H18N2O5	12.148828747136827	12.148828747136827	0.0	3	1.0	5.949224938873068	5.949224938873068	-0.16998655911306826		283.12880	27.755	63_group2_sirius_49	49
1	C10H12NO4P3S6	[M + H]+	C10H12NO4P3S6	16.229604112894013	16.229604112894013	0.0	6	0.8787845421712057	8.668849828817688	8.668849828817688	-2.7029205900457116		495.83628	378.9112846849571	64_group2_sirius_13524	13524
1	C10H14N4O	[M + H]+	C10H14N4O	46.578851200451226	44.403750094514194	2.1751011059370295	9	0.9390084829730841	2.629481170770891	2.629481170770891	0.881016761262351		207.12422	437.53061877474477	65_group2_sirius_16328	16328
1	C35H64N14O2	[M + H3N + H]+	C35H67N15O2	3.471344978917612	-4.469120576639928	7.94046555555754	6	0.9889908508737796	3.166303893913828	3.5883417807190745	-0.05863399817348589		730.56745	375.5977220952511	66_group2_sirius_13311	13311
1	C21H34N8O3	[M + H]+	C21H34N8O3	4.4524043065464864	4.4524043065464864	0.0	2	0.8051374557838141	5.237362454636549	5.237362454636549	0.4842570980868816		447.28288	282.065	67_group2_sirius_9287	9287
1	C20H34O2	[M + H]+	C20H34O2	46.553853451904914	44.56559449628019	1.9882589556247243	7	0.7760861459132995	6.090278589052437	6.090278589052437	-0.5427926432787876		307.26299	378.92625	68_group2_sirius_13550	13550
1	C17H26O4	[M - H2O + H]+	C17H24O3	5.737380043161959	5.737380043161959	0.0	3	0.36810044675298415	7.132768727861486	7.132768727861486	-64977.142883857654		277.18002	200.39499999999998	69_group2_sirius_4839	4839
1	C18H30O5	[M + H]+	C18H30O5	196.49519126486632	195.7965702381766	0.6986210266897248	53	0.9669423867706488	2.5713021526137867	2.5713021526137867	-0.3377338669170868		327.21649	216.53861893117428	70_group2_sirius_5852	5852
1	C47H59N5O2	[M + H]+	C47H59N5O2	13.501111712221125	13.501111712221125	0.0	5	0.8315763635520428	8.025847678769289	8.025847678769289	1.4004882087635764		726.47517	316.89	71_group2_sirius_10636	10636
1	C14H34N10O2	[M + H]+	C14H34N10O2	14.456107426678052	12.448401883295158	2.0077055433828948	3	0.7081126102122972	-1.1546913618762868	1.1546913618762868	-1.989858036259308		375.29315	210.18	72_group2_sirius_5394	5394
1	C15H20O10	[M - H2O + H]+	C15H18O9	25.4165668071535	19.67761936227268	5.738947444880823	7	0.9968934564849746	1.6372030629597076	1.6372030629597076	-52493.32689509046		343.10234	110.22789628073747	73_group2_sirius_827	827
1	C19H16O4	[M + H]+	C19H16O4	81.5897320308127	81.5897320308127	0.0	23	0.8933985229437637	3.229744988657439	3.229744988657439	-0.34111933636606206		309.11203	179.73	74_group2_sirius_3745	3745
1	C10H16N2O4	[M + H]+	C10H16N2O4	61.82965284759205	56.75194109683862	5.077711750753433	18	0.9937135480637048	3.2124024767879016	3.3461531331752576	0.3777781304137655		229.11837	54.72339552042434	75_group2_sirius_442	442
1	C16H19NO9	[M + H]+	C16H19NO9	10.422966382042206	10.422966382042206	0.0	3	1.0	2.3766942566982583	2.3766942566982583	1.2492374221552027		370.11372	322.35	76_group2_sirius_10804	10804
1	C32H66O11	[M + H]+	C32H66O11	15.047444117431684	15.047444117431684	0.0	3	1.0	14.680915946088845	14.680915946088845	7.539160295762428		627.47252	444.78249999999997	77_group2_sirius_16562	16562
1	C17H30O4	[M + Na]+	C17H30O4	3.3668690953985787	3.3668690953985787	0.0	1	0.0	1.5686594789778823	1.5686594789778823	1.556206358542404		321.20413	289.46124999999995	78_group2_sirius_9707	9707
1	C9H9NO3	[M + H]+	C9H9NO3	17.458146444343804	14.143308353612355	3.314838090731448	3	0.987930374031144	4.325394931592399	4.325394931592399	0.6686445536816342		180.06564	96.78813946853182	79_group2_sirius_775	775
1	C34H69N7O10	[M + H]+	C34H69N7O10	42.979061400172476	39.01592065490927	3.9631407452632024	10	0.9302279645331373	4.2220005186406615	4.2220005186406615	3.7909865413715775		736.52066	339.60225990439767	80_group2_sirius_11414	11414
1	C18H24N4O3	[M + H3N + H]+	C18H27N5O3	10.49170132569605	10.49170132569605	0.0	3	0.8562931773485957	2.633787779928555	2.633787779928555	-0.40355774873612504		362.21852	222.70499999999998	81_group2_sirius_6014	6014
1	C8H8O4	[M + H]+	C8H8O4	90.53794190466209	90.53794190466209	0.0	26	0.825998602533655	4.8691759271557	4.8691759271557	0.26508145981292697		169.04958	198.41500000000002	82_group2_sirius_4681	4681
1	C35H71NO12	[M + H]+	C35H71NO12	22.405676611830028	16.515413149656464	5.890263462173565	5	0.974824968955535	0.355781666669279	0.355781666669279	0.11000051775381879		698.50498	391.31624999999997	83_group2_sirius_14271	14271
1	C42H58O4	[M + H]+	C42H58O4	5.586927142977205	5.586927142977205	0.0	3	1.0	4.146423263545813	4.146423263545813	-6.21064548918766		627.43689	405.22	84_group2_sirius_14918	14918
1	C22H26O9	[M + H]+	C22H26O9	63.71317700177281	62.171087202365925	1.5420897994068863	27	0.9750289381977709	2.058657769461474	2.4459975613026996	0.18644859305364483		435.16504	164.12384146084895	85_group2_sirius_2943	2943
1	C30H59N5O4	[M + H]+	C30H59N5O4	7.908293790077844	7.908293790077844	0.0	3	1.0	4.317825059762494	4.317825059762494	3.3332620504605366		554.46583	316.01	86_group2_sirius_10599	10599
1	C5H8ClO4	[M + Na]+	C5H8ClO4	48.87503961454914	47.91136573316962	0.9636738813795196	14	0.5841910573902469	6.234682166154136	8.715811378958243	2.988848523709581		190.00090	418.66352033226286	87_group2_sirius_15613	15613
1	C19H34O8	[M - H2O + H]+	C19H32O7	128.4375770080639	120.8706144946609	7.566962513402998	38	0.9965525436987113	4.267712344696026	4.267712344696026	-48257.244924563434		373.22198	218.50762018637386	88_group2_sirius_5864	5864
1	C24H48O9	[M + H]+	C24H48O9	23.265937119980435	18.093362193897395	5.172574926083041	9	0.9743560943156586	6.8594023871630405	6.8594023871630405	-0.04065361038803529		481.33709	302.53	89_group2_sirius_10128	10128
1	C14H26O2	[M - H4O2 + H]+	C14H22	47.856284395491855	44.17221845145947	3.68406594403238	9	0.8113056115590505	3.362192662768647	3.362192662768647	-188414.9106375927		191.17949	275.239375	90_group2_sirius_8853	8853
1	C24H49N8O2P	[M + H3N + H]+	C24H52N9O2P	3.098536624517636	0.7522751708265365	2.3462614536910995	2	1.0	14.390780877911245	14.390780877911245	3.8178458302117066		530.40746	365.4	91_group2_sirius_12836	12836
1	C10H16O4	[M + H]+	C10H16O4	55.31694851058552	55.31694851058552	0.0	11	0.9999999999999997	2.867916829006396	2.867916829006396	0.271271022694231		201.11219	158.13	92_group2_sirius_2591	2591
1	C20H32N2O2	[M + H]+	C20H32N2O2	32.24162893293603	32.24162893293603	0.0	12	0.9556657360774264	2.9532271074218475	3.3630521182009625	0.4959700371803197		333.25382	279.845	93_group2_sirius_9171	9171
