ID1,ID2,EdgeType,Score,Annotation
11290,11304,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
11290,11304,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
11333,11341,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9559
11355,11358,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0266
11406,11410,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
11426,11430,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9549
11458,11523,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9566
11551,11559,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
11597,11638,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0268
11597,11642,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9832
11612,11614,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9820
11628,11647,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0259
11638,11642,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9564
11701,11702,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0271
11701,11702,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0271
11851,11857,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9560
11953,11962,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9823
11955,11985,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
11976,11988,MS1 annotation,3.000,[2M+2H]+2 [M+Na]+ dm/z=21.9819
11976,11989,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9553
11988,11989,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0265
11988,11989,MS1 annotation,3.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0265
11994,12113,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9554
12028,12057,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0256
12093,12108,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
12114,12121,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0267
12187,12189,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0265
12187,12189,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0265
12218,12221,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9546
12296,12305,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9558
12356,12368,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
12389,12536,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9825
12401,12440,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
12436,12533,MS1 annotation,2.000,[2M-2H2O+Na]+ [M+NH4]+ dm/z=188.1210
12490,12500,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
12490,12495,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9821
12495,12500,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0265
12502,12533,MS1 annotation,2.000,[2M+Na]+ [M+NH4]+ dm/z=206.1316
12515,12528,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
12530,12540,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9819
12531,12540,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
12569,12578,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
12569,12579,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0262
12578,12579,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9816
12593,12595,MS1 annotation,2.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0266
12651,12663,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0267
12667,12668,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9822
12667,12668,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9822
12705,12715,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9822
12725,12739,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0270
12952,12954,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
13006,13008,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
13006,13008,MS1 annotation,2.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0266
13055,13064,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9558
13113,13119,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
13318,13423,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9941
13335,13348,MS1 annotation,2.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0046
13342,13343,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
13447,13448,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
13447,13450,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9822
13448,13450,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0267
13482,13496,MS1 annotation,3.000,[2M+2H]+2 [M+NH4]+ dm/z=17.0253
13488,13496,MS1 annotation,3.000,[M+H]+ [2M+NH4]+ dm/z=460.3560
13488,13496,MS1 annotation,2.000,[M+2H]+2 [M+NH4]+ dm/z=460.3560
13498,13499,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
13521,13522,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0273
13521,13526,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
13522,13526,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9825
13540,13545,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9539
13576,13580,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9554
13664,13666,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0264
13828,13884,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
13828,13884,MS1 annotation,2.000,[M+Na]+ [2M+2H]+2 dm/z=21.9819
13829,13831,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
13908,13923,MS1 annotation,3.000,[2M+Na]+ [M+NH4]+ dm/z=477.3060
13911,13923,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
13915,13923,MS1 annotation,3.000,[M+Na]+ [M+2H]+2 dm/z=494.3310
13915,13923,MS1 annotation,3.000,[2M+Na]+ [M+H]+ dm/z=494.3310
14123,14136,MS1 annotation,4.000,[2M+NH4]+ [M+H]+ dm/z=518.3982
14123,14269,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0253
14123,14269,MS1 annotation,4.000,[M+NH4]+ [2M+2H]+2 dm/z=17.0253
14146,14269,MS1 annotation,4.000,[M+NH4]+ [2M+Na]+ dm/z=506.3286
14219,14222,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
14276,14287,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9822
14276,14296,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9922
14276,14291,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
14287,14291,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0271
14291,14296,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
14298,14305,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9815
14315,14317,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9830
14423,14424,MS1 annotation,2.000,[M+Na]+ [2M+NH4]+ dm/z=525.4372
14425,14426,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9555
14498,14499,MS1 annotation,4.000,[M+H]+ [2M+Na]+ dm/z=320.2330
14498,14504,MS1 annotation,4.000,[M-2H2O+H]+ [2M+Na]+ dm/z=356.2541
14498,14500,MS1 annotation,4.000,[M-H2O+H]+ [2M+Na]+ dm/z=338.2435
14578,14579,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9558
14756,14757,MS1 annotation,2.000,[2M+2H]+2 [M+Na]+ dm/z=21.9819
