row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,bld_plt2_blk_04.mzML Peak area,skin_07_0_UB.mzML Peak area,skin_01_120_UB.mzML Peak area,skin_07_600_UB.mzML Peak area,skin_10_240_UB.mzML Peak area,skin_07_240_UB.mzML Peak area,skin_10_480_UB.mzML Peak area,skin_10_0_UB.mzML Peak area,skin_05_720_UB.mzML Peak area,skin_07_480_UB.mzML Peak area,skin_10_120_UB.mzML Peak area,skin_10_600_UB.mzML Peak area,skin_07_720_UB.mzML Peak area,bld_plt2_10_480_1.mzML Peak area,skin_05_600_UB.mzML Peak area,bld_plt2_03_240_1.mzML Peak area,bld_plt2_04_120_1.mzML Peak area,skin_05_480_UB.mzML Peak area,bld_plt2_07_480_1.mzML Peak area,skin_05_240_UB.mzML Peak area,bld_plt1_10_120_1.mzML Peak area,skin_01_0_UB.mzML Peak area,skin_01_240_UB.mzML Peak area,skin_01_600_UB.mzML Peak area,bld_plt1_blk_02.mzML Peak area,skin_05_120_UB.mzML Peak area,bld_plt2_07_720_1.mzML Peak area,bld_plt1_08_600_1.mzML Peak area,bld_plt2_10_240_1.mzML Peak area,bld_plt2_08_480_1.mzML Peak area,bld_plt2_08_120_1.mzML Peak area,bld_plt2_03_720_1.mzML Peak area,skin_03_480_UB.mzML Peak area,bld_plt1_10_0_1.mzML Peak area,skin_07_120_UB.mzML Peak area,skin_01_480_UB.mzML Peak area,skin_04_600_UB.mzML Peak area,skin_05_0_UB.mzML Peak area,skin_04_0_UB.mzML Peak area,bld_plt2_05_720_1.mzML Peak area,bld_plt2_04_0_1.mzML Peak area,bld_plt1_08_720_1.mzML Peak area,bld_plt2_07_0_1.mzML Peak area,bld_plt1_07_240_1.mzML Peak area,bld_plt1_07_120_1.mzML Peak area,bld_plt1_04_600_1.mzML Peak area,bld_plt2_05_0_1.mzML Peak area,bld_plt1_08_240_1.mzML Peak area,bld_plt1_04_240_1.mzML Peak area,skin_01_720_UB.mzML Peak area,skin_04_720_UB.mzML Peak area,skin_04_480_UB.mzML Peak area,skin_04_240_UB.mzML Peak area,skin_04_120_UB.mzML Peak area,skin_03_600_UB.mzML Peak area,skin_blank_03.mzML Peak area,bld_plt1_03_600_1.mzML Peak area,bld_plt1_03_0_1.mzML Peak area,bld_plt1_03_480_1.mzML Peak area,bld_plt1_07_600_1.mzML Peak area,bld_plt2_03_120_1.mzML Peak area,bld_plt1_04_480_1.mzML Peak area,bld_plt1_01_0_1.mzML Peak area,bld_plt2_01_480_1.mzML Peak area,bld_plt1_10_600_1.mzML Peak area,bld_plt2_05_120_1.mzML Peak area,bld_plt2_04_720_1.mzML Peak area,bld_plt1_05_480_1.mzML Peak area,bld_plt2_10_720_1.mzML Peak area,bld_plt2_08_0_1.mzML Peak area,skin_03_720_UB.mzML Peak area,skin_blank_20.mzML Peak area,bld_plt1_01_600_1.mzML Peak area,bld_plt1_01_120_1.mzML Peak area,bld_plt1_01_720_1.mzML Peak area,bld_plt1_05_240_1.mzML Peak area,bld_plt1_05_600_1.mzML Peak area,bld_plt2_01_240_1.mzML Peak area,skin_08_240_UB.mzML Peak area,skin_08_480_UB.mzML Peak area,skin_08_0_UB.mzML Peak area,skin_08_720_UB.mzML Peak area,skin_10_720_UB.mzML Peak area,skin_08_120_UB.mzML Peak area,skin_03_120_UB.mzML Peak area,skin_03_240_UB.mzML Peak area,skin_03_0_UB.mzML Peak area,skin_08_600_UB.mzML Peak area,
9002,150.06294522430963,4.962805,,,,20,144,[M+H]+,,2,9002;9013,149.05562,260.57776,1059784.4,2135370.0,1312427.0,1315715.1,1247237.0,1142062.8,1442369.6,2323238.8,1105355.5,1360433.2,1215813.4,1370618.4,59.99539,3049029.2,156.64075,0,2693364.0,0,2760397.2,0,2492579.5,2225949.8,1990888.0,130.08562,2715684.5,0,0,0,0,0,0,2747242.0,428.45343,1523733.6,2633025.5,3107892.8,2784440.0,2994954.2,42.259052,0,51.15745,0,88.203415,276.11902,496.61798,0,962.82654,0,2607208.2,3260104.5,3319799.8,2815758.2,2800022.8,3295263.8,178.20256,111.4226,0,0,345.31912,95.95847,0,0,0,52.069206,0,0,0,0,0,3474941.2,779.64355,185.35068,0,57.32955,0,0,0,963556.1,900854.3,1083294.0,1015355.06,1320949.0,1210520.8,2636820.2,2352653.8,2145513.0,866366.75,
8808,150.59587725288654,4.821733,,,,,,,,,,,0,0,0,0,1364.2114,0,1253.2732,13985.539,0,0,2072.857,6596.7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297.5806,0,0,0,0,0,
4094,151.03904087205964,3.3052845,,,,0,,,,,,,0,8228.722,14382.452,13087.835,13446.125,13343.875,17954.543,18240.96,23208.773,13395.008,14023.813,18217.96,13851.729,0,23139.672,19.682175,0,26013.695,0,20124.492,0,11994.25,11464.943,16938.297,0,25660.996,0,0,0,0,0,0,22140.64,0,17046.475,20097.924,22022.854,22717.262,19041.059,0,0,0,0,0,0,0,0,0,0,17534.354,6060.753,31452.271,22859.652,15513.563,37808.0,0,0,0,0,0,0,0,0,0,0,16.045887,0,0,24.084646,32.27134,35488.42,0,0,0,0,0,0,18.25209,13201.847,12955.71,16671.133,5774.8384,22974.564,19106.328,27579.59,18463.504,14913.523,18610.682,
2584,151.03906108579346,2.7832077,,,,76,,,,,,,0,12411.189,26721.348,15795.103,21772.814,14832.032,24635.717,22034.436,29968.137,22105.525,23521.568,20636.242,26087.008,0,30002.33,0,0,32662.25,45.01614,24553.133,14.208349,21188.936,20601.002,31430.074,0,23457.014,10.270117,0,18.990797,38.58038,26.892628,24.942394,40683.75,97.048615,27393.982,30192.902,28040.465,23228.973,23333.043,0,22.3143,0,109.48512,29.205017,10.749745,0,0,0,0,26388.549,30702.143,31539.438,28730.402,30126.004,35868.945,0,0,15.940716,19.650387,29.8143,0,0,36.134975,0,8.797106,18.443813,20.656221,0,30.62217,36.462757,33421.6,0,0,17.66232,0,0,0,0,24133.291,17694.852,22207.186,22315.691,22654.271,25775.21,28345.45,26896.477,19642.354,22098.752,
5788,151.07537326984794,3.7955263,,,,,,,,,,,14.4501705,15416.69,1295.3885,9832.281,17395.395,14812.078,18458.53,16707.125,7554.1836,16059.31,14635.9795,13516.992,12687.965,889.87695,3399.6387,1938.3303,730.18884,9249.761,0,5955.8765,3593.542,1318.1875,2307.9548,2904.6987,0,3878.8364,2234.8276,6618.982,0,488.836,0,47.00934,17394.174,5097.639,20966.549,1201.1926,3303.9907,4720.455,8363.571,3384.9446,0,3674.6826,517.19714,1768.0383,2725.5916,1250.8805,805.932,3871.6963,975.3107,1994.175,10564.454,13905.803,5399.201,3711.4722,11391.851,13.86219,3567.6426,2447.5244,2509.1125,2668.4897,753.8376,821.51825,32.806767,0,0,437.2818,0,588.95605,0,764.8396,18990.03,60.238976,308.23676,0,616.0522,39.518333,6729.161,0,11755.282,9617.317,14171.489,8434.861,21439.904,11938.498,18027.176,11767.998,10427.205,15605.134,
5122,151.07543830515024,3.5870636,,,,,,,,,,,0,15043.911,10747.851,14047.197,17991.54,16319.236,20361.857,19439.482,19399.52,19353.887,16783.209,16333.573,10893.263,0,21799.453,9.649578,0,24126.748,0,18071.697,0,7911.915,6213.9204,6599.7183,0,14653.16,0,40.072914,0,0,0,24.500134,25951.156,0,25147.78,7690.835,14790.476,24051.914,19275.672,0,0,0,0,0,0,17.069572,0,77.50483,0,9204.11,20994.145,23766.738,26056.209,16462.9,30243.055,15.021414,0,0,0,0,0,0,0,0,0,0,0,15.743662,0,0,31429.477,15.130593,31.21204,0,0,19.25359,24.143856,0,15447.87,10175.541,17146.305,13162.513,17985.172,15126.69,34598.094,27659.258,19525.14,15792.29,
598,151.07544296377108,1.5339242,,,,115,,,,,,,0,7093.1904,13530.526,14706.921,4107.6133,31424.678,57929.207,56723.42,49876.07,38090.953,2887.657,55112.2,42342.086,0,14685.334,0,0,64772.75,0,30282.053,0,31812.191,2936.9749,33721.457,0,55496.777,0,11.468349,0,0,8.937214,10.767186,12003.36,14.038803,47778.465,7487.3086,7090.774,30764.979,9988.576,0,0,0,0,10.363476,0,21.968994,0,21.348618,0,7580.1465,63306.613,35142.543,62846.727,10513.097,81828.164,25.122658,10.196079,0,0,0,19.92334,10.430832,0,0,12.176339,0,0,0,0,7.88229,85745.4,64.37107,0,0,15.91446,11.778767,0,0,7263.08,39167.12,13436.532,13991.499,31097.176,48418.39,76109.0,52930.98,32265.705,47564.863,
1334,151.07544372086937,2.3353179,,,,295,32,[M-2H2O+H]+,,2,1338;1334,186.08934,0,46066.15,39556.01,55001.54,55839.89,59239.56,76608.54,71548.98,68243.516,58696.03,59005.58,65532.605,66860.22,14.825449,60112.098,0,0,78671.77,17.361813,61343.297,9.551134,36846.234,36423.562,40614.99,0,60540.156,10.572833,31.66667,0,108.12924,12.591995,11.85133,80734.305,84.09909,96203.6,41043.3,73024.28,54878.37,62284.684,10.2831955,0,20.309563,0,11.454168,11.312483,12.334213,11.225227,104.44122,0,46243.367,63799.715,72479.195,62549.32,58845.902,94374.414,26.393463,0,21.927462,0,28.154968,0,0,14.550333,52.18043,11.1853485,14.4105625,8.09951,14.73769,42.403896,36.151703,77959.51,163.246,37.547142,0,44.600094,29.854816,11.473076,24.364803,54269.535,49898.07,54015.1,55155.566,69950.45,69221.92,94011.63,74161.78,64047.27,60429.41,
649,151.0754480916513,1.6233355,,,,,,,,,,,0,4023.8225,2805.4128,7845.2812,4800.7793,3940.0435,9270.182,22350.094,6356.151,20949.615,2834.8516,13025.226,3142.1658,0,4559.224,0,0,11980.773,0,7205.0117,0,4027.3704,4621.769,2074.6172,0,4943.37,0,12.429897,0,0,0,0,7254.4697,20.570583,27905.518,5108.6606,7446.3994,15100.707,6493.191,0,0,10.83692,0,0,0,21.238037,0,15.18018,0,2533.843,9970.382,7982.4487,4696.4536,8340.469,22212.951,14.23593,8.70871,0,0,0,19.92334,0,0,0,12.176339,0,0,9.275235,47.421787,7.88229,35011.18,47.86824,0,0,11.752998,11.778767,8.907824,0,2138.473,4480.428,3069.7905,6352.585,14073.657,7896.1553,33426.72,17490.723,5528.538,9889.944,
2884,151.07545690285642,2.863785,,,,216,,,,,,,10.079514,48443.414,16847.81,43708.266,71871.08,56056.18,90209.34,78191.94,58807.383,81573.3,83824.91,61500.09,83336.32,67.3839,47910.953,181.67052,131.50084,48323.297,166.9168,69451.695,129.44983,33808.918,27014.281,24750.209,0,81595.14,201.41934,213.26825,184.69781,158.24113,387.89157,198.83774,89857.83,82.88737,79167.805,20920.48,75615.28,50678.17,38256.78,175.12682,177.2193,173.62247,243.17883,350.78888,159.62813,199.38513,241.12196,146.23462,163.29068,18766.873,50007.344,62363.03,47918.883,69387.89,92997.72,43.221962,25.664616,172.07106,71.28131,160.19664,135.86688,94.38586,56.376,13.269819,115.35678,361.1567,137.46738,263.28574,74.61325,145.02087,108727.17,145.82538,24.75143,33.01907,36.064716,128.25859,101.27318,35.507374,74487.73,62617.934,98987.414,55641.234,69643.6,65804.625,63902.17,52742.1,92744.48,51633.082,
1001,151.07546755589743,2.1351674,,,,148,,,,,,,0,40971.645,49494.79,50067.027,49903.465,47627.62,59049.633,53709.34,56974.05,48149.844,47727.523,52573.473,57797.043,20.456505,58008.973,0,0,67938.734,15.025188,52188.36,11.021046,45510.277,46885.754,51811.37,10.403043,55663.434,9.813427,40.868103,36.282986,76.09648,44.78055,37.552135,68383.734,20.974842,66554.125,52626.082,55761.61,55045.574,53711.258,8.691104,38.511436,11.947496,21.852127,15.800201,13.024649,71.208534,9.503424,169.50964,29.224464,53818.805,62937.06,70701.945,60716.516,51761.35,79083.4,13.730572,0,11.756111,23.52483,10.403906,14.906883,17.825184,14.736845,13.079115,63.882324,11.914729,32.397778,14.4556675,11.558086,28.480194,69330.25,139.73958,28.777088,13.2714405,144.12549,11.355265,13.623186,21.875359,43997.242,43728.383,46229.043,49371.375,54742.57,53891.254,73631.65,64224.926,56857.383,56071.465,
4286,151.07549519291015,3.347366,,,,45,88,[M-H2O+H]+,,2,4338;4286,168.07929,10.717158,22159.354,11829.139,26231.617,35156.96,28315.434,36474.69,30871.377,24496.674,41567.1,31646.973,42279.527,35460.56,124.17392,18387.053,10.901953,10.023357,33674.117,32.462498,27829.988,21.833366,11461.6,8132.885,12215.9375,13.127438,23293.857,12.593544,72.594574,20.370083,40.910374,14.055849,154.23409,42006.88,49.967987,42111.273,10709.718,22806.064,30664.23,20678.982,10.042498,15.251593,9.286085,22.535091,29.318253,48.011906,23.789076,14.679899,444.2267,35.25197,9580.44,22204.096,26420.621,30098.578,28724.775,44407.72,47.700203,27.63245,52.852962,17.539906,38.395718,11.036987,28.95651,25.574554,13.555639,30.05804,104.134705,29.743519,70.05849,80.62955,43.966446,36747.13,31.093618,135.08049,20.550776,27.94802,232.97939,13.846981,151.88033,30228.66,17869.836,33316.426,22539.314,36516.45,25393.36,41197.594,30335.82,29348.908,26451.322,
12087,151.09706789324434,6.2448654,,,,,,,,,,,278.65265,1103.1082,821.70734,3160.3396,3910.7192,958.13574,4700.3335,6213.272,2786.504,4923.5,3893.4805,8852.407,2832.419,541.59467,4430.207,58.094593,249.51419,5170.765,390.3112,4981.311,210.40598,564.68695,886.6592,1364.7728,249.64595,4893.1846,203.00371,590.56036,368.70065,1186.0333,332.46045,708.7767,13857.739,483.4524,4077.4102,1965.5338,4622.217,19994.877,23168.041,437.23035,537.91345,181.42685,637.9585,557.72485,904.65247,870.9433,256.21298,1322.5974,88.19445,1654.3853,3220.2075,4633.984,3810.3613,9614.483,28035.703,236.95642,898.53955,207.9703,370.49472,145.39304,459.69894,496.9915,419.40582,504.94806,379.05344,920.33295,737.946,294.87595,1185.379,1639.2953,19136.986,451.99203,364.29553,882.2135,538.0392,107.09163,919.94434,1082.7292,6006.88,9425.031,3453.0393,13509.131,6014.425,12115.457,8551.455,20745.836,31072.24,32904.55,
11271,151.0970701052629,5.93717,,,,402,,,,,,,177.29987,3904.2695,5482.1763,6900.9326,14282.379,5911.312,14543.738,34812.58,5179.83,11654.876,14973.605,24111.535,8697.719,320.2932,3538.8135,411.83243,346.94446,14593.291,282.82935,10126.563,99.988754,3588.035,4721.424,8011.8438,225.53825,8825.419,99.737946,366.46277,245.1731,597.6992,801.83923,994.0418,25835.547,47.315994,9433.426,10547.945,9616.296,35990.438,47674.406,351.33398,66.71776,200.71425,100.202675,271.55304,352.76068,618.10315,124.60214,826.55444,209.20578,7425.5615,13739.236,12278.329,10567.291,18296.525,38442.742,93.31109,55.76361,397.28522,321.53308,289.00204,354.59613,227.96086,150.04224,438.34268,94.27379,269.02005,168.50778,39.898735,628.39044,714.4921,30789.59,119.90244,341.57288,509.6035,443.40985,75.52346,286.14905,330.52094,9278.46,10311.193,7223.4907,17781.88,16487.902,20070.355,20618.586,33999.84,50696.367,41942.97,
10439,151.09725858704488,5.6568274,,,,,,,,,,,234.07294,32399.156,259.84515,237.31946,2163.6807,2707.1074,1846.3829,6867.451,1601.1283,2778.962,3424.1616,4863.71,523.5808,111.67149,1056.4705,136.22731,153.22408,757.3539,138.10503,414.92062,210.54568,0,241.63222,0,107.69944,0,28.000025,90.545364,220.36322,44.90339,91.20958,264.01624,361.40237,264.0863,2051.7407,758.50476,778.43066,6363.034,1932.9932,161.45667,142.71323,132.92148,19.135038,184.57532,87.161804,117.389984,29.02937,123.90202,41.96158,305.73425,357.57632,522.43097,1194.5934,504.3689,4596.6675,43.69621,144.74442,59.270584,143.53824,71.020294,408.05447,127.55055,34.145897,52.936455,20.82801,250.66222,33.99874,118.85136,392.5036,61.518227,799.28394,54.374958,63.174248,96.65793,99.41378,163.55138,59.729904,966.5019,685.98285,927.3837,854.7859,2162.7622,3436.0188,2100.4946,1286.6545,2433.5728,3816.8394,6720.997,
12946,151.0972868160591,6.5748324,,,,,,,,,,,232.29236,2128.2424,1579.6238,1781.4775,2589.1152,2006.9974,1492.3743,4276.857,1217.4745,1637.515,2038.2545,6275.6157,1784.1316,1133.6694,3484.8784,488.52304,94.64583,3256.6074,223.71506,5035.398,435.8521,149.96089,738.93866,1020.4314,254.08781,3697.1895,505.6669,365.86124,135.07393,1100.8274,994.5274,820.6868,6167.6553,713.7395,1135.6488,1358.3643,6025.0923,15914.837,33074.754,766.59406,669.0335,279.2747,160.23015,222.85208,582.24994,987.78046,143.4264,559.7357,376.75165,974.48505,5697.848,5099.9775,6539.3115,15144.381,9335.819,254.83922,241.12483,787.28015,293.88254,166.05228,912.50244,1003.1434,492.45273,326.4664,400.62036,609.57227,212.12418,148.96663,464.19284,2212.1606,7291.1934,129.89522,697.4102,663.0369,898.05035,245.55275,590.3225,762.40826,3795.997,3343.22,1417.3119,9733.81,3073.918,6106.3813,2344.9053,8303.732,10632.06,9559.904,
13490,151.09746362374807,6.8632236,,,,,,,,,,,279.09442,1237.4427,822.71454,1228.8599,1960.2555,1154.1035,2394.1663,2048.4976,937.8127,165.66975,1306.1588,2295.012,719.36005,478.97925,492.2689,201.754,250.78394,3041.9624,237.19092,1301.4652,527.6905,282.57016,357.21304,444.81888,263.40344,1264.5582,339.87592,500.50793,162.48395,588.39154,607.61066,482.5674,2212.01,667.54675,457.59323,1385.6152,1548.2098,9703.312,14544.2705,69.026245,172.47443,344.39117,847.2093,388.67746,124.31097,258.75903,435.2956,1353.1987,1346.9603,488.01242,1484.6993,1646.474,3844.8425,8976.167,3619.6104,243.22333,345.98914,265.46362,94.90127,272.95718,641.7423,498.64645,234.89285,159.05441,100.80563,679.0581,144.71333,297.73718,752.3449,511.8499,3621.515,322.31772,669.13635,219.99898,732.06976,335.32446,598.17206,612.0836,2545.7642,1857.1478,394.8661,2680.283,1924.9451,2392.8208,2156.6997,3681.055,3237.0554,2434.7625,
6900,151.11179403209206,4.1604533,,,,213,,,,,,,0,1897.6074,16832.959,17620.16,10449.773,19675.797,17267.21,14282.163,27909.07,17419.574,10807.186,12539.75,14702.805,0,19785.482,0,0,15664.483,0,11442.364,32.458897,7492.3296,6866.361,14960.494,0,15760.951,0,25.321058,0,0,0,0,20015.96,48.911087,32927.91,7284.4897,14082.557,25923.107,15133.185,0,0,0,0,0,0,10.892038,0,156.40639,0,17554.39,27648.604,17221.602,20020.678,19909.037,14505.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19146.863,15.966515,135.25024,0,0,0,0,0,13437.893,13843.291,16143.481,4768.921,10258.523,18771.553,35255.703,21098.824,25067.135,9900.791,
8057,151.11182475922456,4.5338645,,,,,,,,,,,0,7125.7456,6746.9434,19247.783,9992.989,10884.691,25369.402,9888.87,11918.722,11737.293,10583.798,11970.369,11363.602,0,28034.215,0,0,34357.477,0,25162.613,0,5104.1436,6649.3145,9682.102,0,26149.51,0,0,0,0,0,0,15716.789,0,31730.701,4180.786,11707.185,26227.324,5124.9316,0,0,0,0,0,0,0,0,40.523804,0,6551.129,13094.588,25879.785,34427.46,24677.1,12405.482,0,12.892309,0,0,0,0,0,0,0,0,0,0,0,0,0,22925.236,9.430321,0,0,0,0,0,0,7398.8076,5798.3735,26588.2,6331.2983,29060.639,9921.1,22475.422,21879.635,18171.89,21944.926,
5278,151.11185154977116,3.5654485,,,,36,,,,,,,0,22859.508,11303.324,24455.473,72910.664,25278.912,26495.512,42122.676,46408.566,23565.773,20508.016,23654.156,25157.418,182.98192,45800.234,12.162197,15.673922,37645.152,160.2395,18843.33,27.128674,11336.565,12409.809,20807.936,0,21878.836,27.215298,148.97565,57.72293,55.253204,109.04655,91.4312,33510.816,42.332367,41893.1,15770.433,23187.361,21173.596,28273.219,14.588484,41.69874,37.41529,42.39231,86.851906,16.17175,162.17586,26.256454,286.90356,46.4719,16718.37,23013.82,42480.31,27749.363,24642.955,35818.418,0,129.0305,14.951889,47.64756,143.10219,11.596672,64.77927,0,72.75597,304.0171,36.312607,77.9135,159.60362,245.15765,366.06744,35424.62,11.901344,124.737495,68.13488,236.44812,38.586258,39.97223,22.831148,19198.508,15075.27,18338.598,19744.62,22822.33,18686.787,40890.28,40768.105,33231.953,25905.686,
1813,151.11185871674923,2.5465882,,,,295,,,,,,,0,35132.113,38919.938,37431.89,49713.574,47730.824,82551.51,62706.51,67383.75,50479.016,50032.355,61535.434,71599.984,0,57120.633,0,19.679092,68946.57,48.81287,57941.715,18.916643,32687.531,17076.479,39360.703,0,57325.844,87.85826,107.22389,10.301342,53.487247,24.508286,38.090775,90980.3,70.02963,68850.84,38494.094,33776.51,53831.57,60197.156,13.31024,0,81.96145,14.585758,244.98514,41.802246,119.46481,17.023155,38.288437,19.787779,33149.13,45828.527,64093.605,59899.44,49281.9,73926.63,14.597198,0,40.23078,0,212.86989,0,67.839264,0,10.908345,21.922083,12.4095,142.51004,92.60825,59.241653,33.986214,84209.63,10.529564,93.18184,10.179701,148.30588,43.852516,112.59848,0,37876.81,34947.633,62740.105,27861.04,92531.12,52865.777,88107.47,71189.055,58797.04,44078.812,
2607,151.11186650689046,2.8013053,,,,76,,,,,,,0,32676.527,30009.926,39984.734,34460.76,45697.773,44276.57,51270.48,65488.953,42902.4,49232.99,41520.84,52909.72,59.01239,51525.83,650.19073,32.15088,66152.516,193.37102,56287.3,59.00916,37961.293,53659.473,45976.914,0,59518.074,15.000607,188.87308,257.62936,372.50842,26.963186,59.546227,63952.535,28.357788,76013.086,32493.996,99295.305,47232.543,41694.168,10.567762,13.437523,369.73288,51.743267,13.151782,11.3188,116.92449,29.482271,302.21228,58.15306,39575.535,62772.31,70122.88,58073.473,57521.496,85657.766,7.461333,122.99431,0,231.32314,44.9459,35.089264,99.745285,18.947027,132.68974,93.256546,151.76045,97.04059,51.795525,151.19789,105.68695,82632.29,15.279189,200.33836,21.508396,47.568607,336.6419,119.158646,229.09702,41517.707,36178.832,42296.664,40208.29,44493.71,42196.56,84311.05,75554.58,56445.754,50425.234,
14744,152.00680897164153,8.717717,,,,,,,,,,,600.2321,709.48987,587.4857,943.3035,492.11542,1953.6486,456.43176,175.04506,446.00314,219.63649,1001.5589,334.50443,1083.4492,450.5513,857.77673,568.9579,411.34872,650.3845,77.245094,259.55313,409.90643,855.66724,345.28653,1009.5953,339.65704,1013.17944,169.35248,328.50845,426.08545,155.06711,691.5445,1331.1046,323.91446,312.87283,599.3334,112.928955,216.28363,217.72348,270.81628,142.09698,198.38759,323.4844,535.3443,226.23975,129.79352,326.36044,499.23297,741.97833,244.68317,558.898,393.21808,353.22437,373.35757,784.04755,417.29706,823.62805,531.90686,129.84682,105.58809,953.93304,299.99515,512.24286,147.09787,336.50192,124.13008,596.52155,2622.2688,11321.151,79531.03,9299.164,494.6241,274.84503,67.788704,658.8594,450.076,1042.8835,338.9008,28999.412,509.87195,1041.7963,1261.5447,383.57266,547.15454,362.68747,660.85675,2089.2063,539.4303,436.4361,
316,152.07065945104276,0.73891467,,,,,,,,,,,19.059916,6677.2046,450.81104,2964.6655,212.57433,3621.2727,475.82693,230.58282,149.83188,22460.578,323.19678,198.2233,3772.3076,18.586784,39.841953,10.899918,11.065842,335.99313,756.6401,94.78264,0,118.92833,384.93527,577.03326,9.990301,128.80702,601.4515,0,12.856453,0,57.07462,326.88464,212.94423,0,26772.88,117.63902,244.46375,395.06586,72.24415,0,19.79418,0,785.00635,0,181.39941,19.645252,20.61824,18.271639,0,113.93393,189.09634,553.2014,535.4893,230.41309,722.7557,11.181965,0,22.992039,0,53.368095,25.454378,0,0,35.26495,0,10.191141,0,0,121.37789,56.44665,517.1589,10.139056,0,0,0,0,0,94.48207,529.38495,198.4378,86.296745,106.35124,401.67938,341.01642,867.41547,400.27393,314.74146,178.5159,
1640,152.10707171981505,2.4701927,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,80.038864,0,0,0,0,1315.6621,0,556.10864,0,0,0,0,0,0,3185.1057,959.28687,3675.9082,686.28143,0,0,634.74286,0,0,0,0,0,934.3373,0,1850.2671,0,0,0,0,0,1428.0785,0,0,0,0,368.13385,0,0,0,0,0,0,343.06024,0,58.688774,0,3129.8855,153.85184,0,0,0,537.7835,1612.3495,0,0,1414.1516,0,4402.3867,0,0,1805.1533,0,0,0,0,0,0,715.02826,0,0,0,
815,153.05466580140185,2.005331,,,,148,,,,,,,0,26781.537,26290.951,7036.2227,9074.677,15839.687,17801.076,3537.053,19157.422,32360.545,4452.9,28236.049,10072.455,0,10898.169,0,0,54366.11,0,37660.375,0,6136.6396,12621.269,9738.713,0,47023.523,0,0,0,0,0,0,36489.82,0,40664.727,12711.949,21112.709,13097.719,33400.086,0,0,0,0,0,0,0,0,38.368603,0,7677.4346,30005.992,11578.288,12560.649,38073.688,30894.047,161.57738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11579.578,245.12314,0,0,0,0,0,0,21569.672,35881.117,33974.12,13808.57,35328.406,6902.588,28211.756,36428.758,40031.15,26412.86,
1032,153.05467354505396,2.146573,,,,148,,,,,,,0,8436.977,53678.637,43104.734,42618.137,42321.477,52457.355,54321.31,70363.23,21452.207,40437.746,55758.887,55261.727,0,61344.215,0,0,21599.07,0,14187.299,0,42455.105,37324.867,54691.773,0,15006.85,0,0,0,0,0,0,73662.9,0,31376.197,14848.883,59514.4,62139.117,12696.676,0,0,0,0,0,0,8.818819,0,12.080757,0,56247.33,60155.03,79531.2,61805.547,11244.232,89237.5,35.748924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76268.43,521.33344,0,0,0,0,0,0,18280.703,15132.203,12044.482,47391.215,12440.973,65193.06,85894.8,15507.31,13396.836,35796.324,
1443,153.0547659088694,2.404898,,,,52,,,,,,,347.99097,241442.62,239343.08,221293.39,328604.12,250068.6,406057.97,385972.28,386511.44,238230.22,319555.03,366216.62,260121.38,1884.9117,298009.44,404.04156,1323.712,427878.38,1250.4557,321642.0,1318.5583,215427.28,211895.52,229911.81,73.428535,338092.72,1934.415,3119.323,2372.8398,7282.9097,2966.5708,10001.295,423535.22,9840.2705,334855.8,212281.88,279494.25,296495.47,291776.53,1690.2046,1478.9722,1886.1133,1894.5764,4532.6772,2054.3972,2544.2034,3718.8384,7527.5596,2849.858,234380.27,287496.25,414289.66,340093.8,276847.06,446750.3,212.84283,1769.5518,2158.0034,984.4234,2943.796,3716.6663,3377.0044,1969.0164,2226.172,2283.1257,5910.8633,2478.628,4603.0864,6399.1235,5301.5474,491483.12,687.70044,1779.4105,1553.7668,6759.921,7959.8096,7422.992,3200.4268,219860.52,176277.19,304980.44,79007.77,421330.47,242067.94,513704.56,399397.38,326795.72,204116.78,
3134,153.05486144901087,3.0231247,,,,,,,,,,,86.86223,608027.25,3734.3914,716.26843,3673.7812,820.3928,2366.2925,1218.7236,8428.005,1029.4891,2462.8892,2866.6353,3988.0789,194.72531,2006.2834,1263.2775,294.67322,2388.5623,102.8922,3184.6782,254.46646,3337.486,767.62683,2438.2502,0,3602.126,301.46188,358.2546,159.01115,611.7993,223.11859,568.3997,4494.4946,328.70462,2690.1733,6273.301,950.62256,1873.8491,2165.1035,694.8265,288.6742,855.3278,260.03082,434.41562,357.7633,173.35378,124.82751,369.5251,392.95224,2756.6519,2440.5796,4803.739,2306.1003,940.29285,6396.0283,67.44451,292.1777,167.53708,287.89874,365.9664,188.62013,612.20526,216.10654,245.96419,264.57187,745.89685,469.8368,636.08344,855.21814,419.98636,5570.1123,165.21161,322.1249,210.8033,398.50806,231.71497,205.87764,620.12933,888.54706,1220.1241,5534.223,2649.1736,2885.899,6044.361,13798.362,2834.4167,1111.9551,1970.5421,
