C[N+](C)(CCOC(C1=CC=CC=C1)C2=CC=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
CNCCOC(C1=CC=CC=C1)C2=CC=CC=C2
C1=CC=C(C=C1)C(C2=CC=CC=C2)OCC(=O)O
