formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id	featureId
1	C19H32O8	[M - H4O2 + H]+	C19H28O6	5.841149399835709	3.0441361797898585	2.7970132200458506	2	0.0	-4.762445621802133	4.762445621802133	-101991.02974325845		353.19434	162.3	1_group1_sirius_2322	2322
1	C30H48O4	[M + H]+	C30H48O4	8.817988323291946	8.817988323291946	0.0	4	0.977969397109908	13.11168240170865	13.11168240170865	-9.815972625970971		473.35789	421.40955078125	2_group1_sirius_14437	14437
1	C16H26NO	[M + Na]+	C16H26NO	83.5846168931903	80.34309205249151	3.241524840698793	19	0.7165950840176583	6.25016035583369	6.25016035583369	-0.2218074317396048		271.19060	255.17875	3_group1_sirius_7298	7298
1	C30H18N3O10P3	[M + Na]+	C30H18N3O10P3	2.113758844498653	-0.6094379124341005	2.7231967569327535	1	0.0	NaN	NaN	-2.14705232807785		696.00823	493.2506508831866	4_group1_sirius_15310	15310
1	C9H10O5	[M - H2O + H]+	C9H8O4	154.97160569340852	154.97160569340852	0.0	28	0.6841400578778029	4.331802691028071	4.331802691028071	-99478.32454130673		181.04959	198.728125	5_group1_sirius_4310	4310
1	C17H28O5	[M + H]+	C17H28O5	99.01254737904856	96.36309581032005	2.649451568728515	24	0.9805725568649847	3.9291865043976806	3.9291865043976806	-0.8315693381793994		313.20069	216.1093505859375	6_group1_sirius_5094	5094
1	C22H31NO9	[M + H]+	C22H31NO9	18.133833784251266	11.962067164212925	6.17176662003834	3	1.0	3.6403490175577393	3.6403490175577393	1.259282640239949		454.20773	193.72500000000002	7_group1_sirius_3970	3970
1	C12H20O5	[M + H]+	C12H20O5	52.00553587462363	50.81683957916875	1.188696295454882	11	0.9835441916013592	3.6907550692310354	4.471106996970419	-7.836004060930395E-4		245.13835	218.38625000000002	8_group1_sirius_5335	5335
1	C5H6NO5P2	[M - H4O2 + H]+	C5H2NO3P2	44.561825443192944	43.473415818698854	1.088409624494092	20	0.4930131976678127	-9.928729487554413	9.928729487554413	-192679.9963418811		186.95660	372.748518371582	9_group1_sirius_12349	12349
1	C17H35NO	[M + H]+	C17H35NO	5.266102825755052	2.1250984915480635	3.1410043342069884	3	1.0	4.18147749809346	4.18147749809346	0.7725633107868118		270.27935	392.46	10_group1_sirius_13459	13459
1	C27H56O8	[M + H]+	C27H56O8	8.805060983520018	8.805060983520018	0.0	3	0.7324432842090051	12.486649184215885	12.486649184215885	3.699982712165151		509.40668	320.7	11_group1_sirius_10143	10143
1	C22H43NO3	[M + H]+	C22H43NO3	8.896893241077162	2.918325549067757	5.978567692009405	4	0.9090481056260798	1.8961314997054666	2.060689831605776	0.4841926446993617		370.33175	306.74	12_group1_sirius_9638	9638
1	C19H41N	[M + H]+	C19H41N	3.889698001554274	1.0250887646140256	2.8646092369402485	2	0.5498352165668788	6.647288429282031	6.755486532143649	0.2575724948980198		284.33125	361.1990625	13_group1_sirius_11879	11879
1	C16H19NO	[M + H]+	C16H19NO	22.007132490914117	16.387369014010634	5.619763476903484	5	0.9927541883336927	1.5334020129946813	1.5334020129946813	1.5664387465165426		242.15432	164.78077209472656	14_group1_sirius_2436	2436
