row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,bld_plt2_05_720_1.mzML Peak area,bld_plt1_blk_02.mzML Peak area,bld_plt1_08_720_1.mzML Peak area,bld_plt1_03_600_1.mzML Peak area,bld_plt2_03_240_1.mzML Peak area,bld_plt1_07_600_1.mzML Peak area,bld_plt1_03_0_1.mzML Peak area,bld_plt1_03_480_1.mzML Peak area,bld_plt1_07_120_1.mzML Peak area,bld_plt1_07_240_1.mzML Peak area,bld_plt1_10_120_1.mzML Peak area,bld_plt1_04_600_1.mzML Peak area,bld_plt1_08_240_1.mzML Peak area,bld_plt1_04_240_1.mzML Peak area,bld_plt1_08_600_1.mzML Peak area,bld_plt1_04_480_1.mzML Peak area,skin_01_0_FH.mzML Peak area,bld_plt2_blk_04.mzML Peak area,bld_plt2_10_480_1.mzML Peak area,bld_plt2_04_120_1.mzML Peak area,bld_plt2_04_0_1.mzML Peak area,bld_plt2_07_0_1.mzML Peak area,bld_plt2_01_480_1.mzML Peak area,bld_plt2_07_720_1.mzML Peak area,bld_plt2_07_480_1.mzML Peak area,bld_plt2_05_0_1.mzML Peak area,bld_plt2_03_120_1.mzML Peak area,bld_plt1_10_600_1.mzML Peak area,bld_plt1_05_240_1.mzML Peak area,bld_plt1_05_600_1.mzML Peak area,bld_plt1_10_0_1.mzML Peak area,bld_plt2_05_120_1.mzML Peak area,bld_plt2_10_240_1.mzML Peak area,bld_plt2_08_480_1.mzML Peak area,bld_plt2_03_720_1.mzML Peak area,bld_plt1_05_480_1.mzML Peak area,bld_plt2_04_720_1.mzML Peak area,bld_plt2_08_120_1.mzML Peak area,bld_plt2_01_240_1.mzML Peak area,skin_07_120_FH.mzML Peak area,skin_07_0_FH.mzML Peak area,skin_01_240_FH.mzML Peak area,skin_05_720_FH.mzML Peak area,skin_01_120_FH.mzML Peak area,skin_04_0_FH.mzML Peak area,skin_blank_03.mzML Peak area,skin_01_720_FH.mzML Peak area,skin_blank_20.mzML Peak area,skin_01_480_FH.mzML Peak area,bld_plt2_10_720_1.mzML Peak area,bld_plt2_08_0_1.mzML Peak area,skin_01_600_FH.mzML Peak area,skin_05_240_FH.mzML Peak area,skin_04_120_FH.mzML Peak area,skin_04_240_FH.mzML Peak area,skin_05_120_FH.mzML Peak area,skin_03_120_FH.mzML Peak area,skin_03_240_FH.mzML Peak area,skin_03_600_FH.mzML Peak area,bld_plt1_01_0_1.mzML Peak area,skin_03_480_FH.mzML Peak area,skin_03_0_FH.mzML Peak area,skin_07_480_FH.mzML Peak area,skin_07_600_FH.mzML Peak area,skin_07_720_FH.mzML Peak area,skin_08_480_FH.mzML Peak area,skin_08_720_FH.mzML Peak area,skin_08_240_FH.mzML Peak area,skin_03_720_FH.mzML Peak area,skin_04_720_FH.mzML Peak area,skin_04_480_FH.mzML Peak area,bld_plt1_01_120_1.mzML Peak area,bld_plt1_01_600_1.mzML Peak area,bld_plt1_01_720_1.mzML Peak area,skin_10_240_FH.mzML Peak area,skin_10_600_FH.mzML Peak area,skin_08_120_FH.mzML Peak area,skin_10_720_FH.mzML Peak area,skin_08_0_FH.mzML Peak area,skin_10_120_FH.mzML Peak area,skin_07_240_FH.mzML Peak area,skin_05_600_FH.mzML Peak area,skin_10_0_FH.mzML Peak area,skin_05_480_FH.mzML Peak area,skin_05_0_FH.mzML Peak area,skin_04_600_FH.mzML Peak area,skin_10_480_FH.mzML Peak area,skin_08_600_FH.mzML Peak area,
9309,150.0629438512641,4.9620457,,,,84,139,[M+H]+,,2,9312;9309,149.05562,42.259052,130.08562,51.15745,111.4226,156.64075,345.31912,0,0,276.11902,88.203415,0,496.61798,962.82654,0,0,0,150.12009,260.57776,59.99539,0,0,0,0,0,0,0,95.95847,52.069206,0,0,428.45343,0,0,0,0,0,0,0,0,915477.06,878542.0,2166415.5,2350212.8,2244137.0,2771097.8,178.20256,2190778.2,779.64355,2306579.5,0,0,2223507.5,2222284.8,3265370.8,2765996.5,2546182.2,2768777.2,2306443.0,3542555.2,0,3544096.0,2652389.5,1044199.1,1136611.0,1139662.5,1079395.9,833080.8,1038383.2,2940925.8,3343539.2,3465421.5,0,185.35068,57.32955,1430473.0,1284011.8,907086.5,1041058.7,816612.25,1317996.1,1479229.8,2881786.5,1219925.2,2350849.2,2673931.2,4026474.8,1238181.9,792032.3,
4203,151.03904527120193,3.3038142,,,,82,,,,,,,0,0,0,0,19.682175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.045887,0,0,0,0,0,0,18.25209,7706.0513,4771.0234,11865.485,15601.481,14864.08,11199.636,0,12399.753,0,14087.629,24.084646,32.27134,13596.942,23748.55,20752.832,21325.773,18189.518,21734.508,24074.195,25724.787,0,28170.674,19209.209,13023.105,11374.337,10439.678,13100.217,14159.276,14039.659,24205.29,26098.62,40089.273,0,0,0,14674.535,17312.146,13312.279,15344.479,11167.246,18674.574,17603.297,7848.89,10867.972,22284.549,22936.25,25158.443,19556.707,16856.578,
2560,151.03907045300986,2.784397,,,,41,,,,,,,0,0,0,0,0,29.8143,15.940716,19.650387,10.749745,29.205017,14.208349,0,0,0,0,0,0,0,0,0,22.3143,109.48512,0,10.270117,45.01614,0,0,8.797106,0,0,97.048615,18.443813,18.990797,38.58038,24.942394,0,20.656221,26.892628,0,11723.199,9673.693,19942.227,25895.195,26016.658,19144.557,0,25194.543,0,22420.555,30.62217,36.462757,21424.62,23922.312,24323.398,23662.451,26910.73,30795.973,31799.113,38910.01,36.134975,38266.316,22902.865,15979.931,17740.361,17468.95,20926.357,25431.293,23831.02,31761.24,31758.42,36006.805,17.66232,0,0,26081.559,27071.002,24687.193,23774.908,18340.723,23198.496,20690.682,28022.809,17667.12,23651.453,29586.748,36348.254,25313.725,17777.229,
5933,151.07536784275874,3.791467,,,,,,,,,,,3384.9446,0,3674.6826,3567.6426,1938.3303,2668.4897,2447.5244,2509.1125,2725.5916,1768.0383,3593.542,1250.8805,3871.6963,975.3107,6618.982,821.51825,155.64275,14.4501705,889.87695,730.18884,0,517.19714,0,2234.8276,0,805.932,753.8376,0,39.518333,6729.161,5097.639,437.2818,0,488.836,47.00934,588.95605,0,0,0,9318.292,7245.799,1841.3152,6407.8354,7137.545,1312.449,13.86219,2612.401,60.238976,2240.538,0,764.8396,1576.8837,6131.174,7890.3926,4077.6653,8346.464,15803.363,12811.177,23058.88,32.806767,13946.883,14589.824,15277.501,11023.462,10232.225,16121.659,10356.958,12137.661,15907.349,2064.537,10694.774,0,308.23676,616.0522,21588.303,16707.057,13530.895,12259.458,12874.199,25014.113,20592.457,10273.741,15743.768,5459.7383,4312.1807,4208.1826,16023.08,12257.041,
560,151.0754426861081,1.5235522,,,,,,,,,,,0,0,0,10.196079,0,0,0,0,0,10.363476,0,21.968994,21.348618,0,11.468349,10.430832,126.845634,0,0,0,7.641492,0,0,0,0,0,19.92334,0,11.778767,0,0,0,0,0,10.767186,0,0,8.937214,0,25433.53,3706.093,8419.529,6975.601,35344.582,13951.221,25.122658,6424.59,64.37107,18144.43,0,7.88229,17980.078,52204.668,49231.38,57832.33,10764.064,86318.66,23386.008,102115.555,0,94025.805,11520.457,8902.628,18762.32,12231.397,15230.258,4467.6675,4617.909,81648.12,30415.854,18792.582,0,0,15.91446,63465.19,61913.598,53480.15,36463.73,8382.732,22522.041,63386.98,61636.684,42459.777,18525.29,61878.875,74394.26,56780.68,21228.986,
1276,151.07544952817486,2.3361747,,,,91,31,[M-2H2O+H]+,,2,1272;1276,186.08935,10.2831955,0,20.309563,0,0,28.154968,21.927462,0,11.312483,11.454168,9.551134,12.334213,104.44122,0,31.66667,0,119.52639,0,14.825449,0,0,0,52.18043,10.572833,17.361813,11.225227,0,11.1853485,29.854816,11.473076,84.09909,14.4105625,0,108.12924,11.85133,14.73769,8.09951,12.591995,24.364803,34617.43,29351.121,34936.582,45190.293,40105.164,43652.45,26.393463,44703.35,163.246,43115.703,42.403896,36.151703,38221.04,59651.883,64561.902,66653.44,63388.29,86389.73,73096.74,98489.39,14.550333,114899.695,66277.34,57684.312,46225.855,45045.93,59741.477,55223.56,60220.617,83371.2,63212.18,78115.53,0,37.547142,44.600094,72280.52,69877.31,63359.758,61573.42,48365.613,74088.75,65240.883,74259.1,58905.89,59302.375,59467.332,78801.41,70901.08,52439.43,
2856,151.07546279953888,2.8639061,,,,159,,,,,,,175.12682,0,173.62247,25.664616,181.67052,160.19664,172.07106,71.28131,159.62813,350.78888,129.44983,199.38513,146.23462,163.29068,213.26825,94.38586,42.49797,10.079514,67.3839,131.50084,177.2193,243.17883,13.269819,201.41934,166.9168,241.12196,135.86688,115.35678,128.25859,85.043106,155.31152,361.1567,184.69781,158.24113,198.83774,263.28574,137.46738,387.89157,35.507374,33804.133,46688.56,28850.064,50544.05,18170.885,49853.555,43.221962,17989.506,132.65205,17336.059,74.61325,145.02087,11380.277,56418.613,36373.676,49902.52,48027.01,96312.41,91945.16,68290.02,31.889816,195266.06,84205.53,79101.38,44232.5,40968.22,96768.08,80272.914,64660.37,71645.08,76533.86,50428.746,33.01907,24.75143,36.064716,78470.35,102148.97,51193.67,69245.12,63891.402,135348.28,117426.586,62468.152,52538.223,36464.85,81387.87,49968.023,72866.54,47867.45,
919,151.07547187227905,2.1347513,,,,228,,,,,,,8.691104,10.403043,11.947496,0,0,10.403906,11.756111,23.52483,13.024649,15.800201,11.021046,71.208534,169.50964,29.224464,40.868103,17.825184,112.37958,0,20.456505,0,38.511436,21.852127,13.079115,9.813427,15.025188,9.503424,14.906883,63.882324,11.355265,13.623186,20.974842,11.914729,36.282986,76.09648,37.552135,14.4556675,32.397778,44.78055,21.875359,29862.379,28418.977,42881.473,45010.305,50933.797,39288.87,13.730572,51469.72,139.73958,56681.324,11.558086,28.480194,50404.223,58823.54,58322.297,60956.543,49469.008,75212.31,62528.727,84569.77,14.736845,83940.48,61919.473,49854.14,43781.734,38607.613,48639.816,47746.605,48080.5,75219.0,54639.836,72639.37,13.2714405,28.777088,144.12549,58813.984,61157.293,53175.73,46912.38,43964.945,60892.273,56600.906,60505.457,46538.23,63877.434,58206.277,65118.03,56143.895,43062.453,
4391,151.07550114423736,3.3474333,,,,270,86,[M-H2O+H]+,,2,4391;4431,168.07929,10.042498,13.127438,9.286085,27.63245,10.901953,38.395718,52.852962,17.539906,48.011906,29.318253,21.833366,23.789076,444.2267,35.25197,72.594574,28.95651,89.364876,10.717158,124.17392,10.023357,15.251593,22.535091,13.555639,12.593544,32.462498,14.679899,11.036987,30.05804,232.97939,13.846981,49.967987,104.134705,20.370083,40.910374,154.23409,70.05849,29.743519,14.055849,151.88033,19454.422,18088.28,10769.925,18176.691,15005.091,20049.303,47.700203,9182.922,31.093618,11869.423,80.62955,43.966446,9713.123,27877.82,22610.045,31865.406,24823.729,29063.508,42026.516,25199.785,24.91388,52125.86,28144.988,31110.238,23195.781,24821.895,20529.156,24317.895,24526.863,35951.848,23418.027,24281.402,20.550776,135.08049,27.94802,33629.76,32413.16,32476.969,23932.512,18551.953,36921.05,34092.06,27328.697,29311.24,22296.984,35967.715,30158.564,39644.492,21524.486,
7017,151.11180391710735,4.158921,,,,100,,,,,,,0,0,0,0,0,0,0,0,0,0,32.458897,10.892038,156.40639,0,25.321058,0,17.517687,0,0,0,0,0,0,0,0,0,0,0,0,0,48.911087,0,0,0,0,0,0,0,0,7147.277,11711.802,10216.883,22120.713,18911.293,2278.2046,0,21339.016,15.966515,14138.641,0,0,6054.7295,25594.709,11521.239,12448.508,15918.696,13779.103,12742.822,21969.734,0,42827.56,17819.953,8808.827,6652.907,10107.203,8970.809,4759.5537,18284.336,32088.838,16436.645,29849.309,0,135.25024,0,22423.426,15935.6045,9611.884,6842.67,6222.7295,12914.057,13789.555,20647.422,6747.0786,7796.139,16690.662,21045.951,19989.766,3584.0269,
5143,151.111848362129,3.5657835,,,,321,,,,,,,14.588484,0,37.41529,129.0305,12.162197,143.10219,14.951889,47.64756,16.17175,86.851906,27.128674,162.17586,286.90356,46.4719,148.97565,64.77927,0,0,182.98192,15.673922,41.69874,42.39231,72.75597,27.215298,160.2395,26.256454,11.596672,304.0171,38.586258,39.97223,42.332367,36.312607,57.72293,55.253204,91.4312,159.60362,77.9135,109.04655,22.831148,15644.02,41926.074,45675.8,25194.05,18609.27,53354.125,0,13375.2295,11.901344,16626.904,245.15765,366.06744,18502.094,34064.67,26102.639,34436.984,75402.08,32129.658,37563.023,57544.453,0,55923.047,40166.883,20414.043,22972.521,17362.59,22650.71,21460.393,19065.184,25799.266,22176.77,19998.734,68.13488,124.737495,236.44812,39128.785,31881.67,18530.64,21826.52,16954.607,23125.846,21271.361,22043.756,15451.146,31460.055,30884.633,24425.29,25659.19,56322.61,
1770,151.1118635314545,2.5452554,,,,91,,,,,,,13.31024,0,81.96145,0,0,212.86989,40.23078,0,41.802246,244.98514,18.916643,119.46481,38.288437,19.787779,107.22389,67.839264,10.992132,0,0,19.679092,0,14.585758,10.908345,87.85826,48.81287,17.023155,0,21.922083,43.852516,112.59848,70.02963,12.4095,10.301342,53.487247,38.090775,92.60825,142.51004,24.508286,0,29959.312,29719.027,25180.041,50995.52,28705.271,30787.498,14.597198,18134.09,10.529564,45160.035,59.241653,33.986214,33691.9,62968.81,45965.438,51606.58,51163.824,92165.74,73102.91,60999.156,0,101146.58,66072.42,46391.582,38138.676,38184.49,40665.18,36412.35,47822.473,95931.41,41001.09,79853.14,10.179701,93.18184,148.30588,19586.277,56840.68,54012.555,29526.309,36145.773,54913.0,61701.04,57897.87,22168.7,63888.375,58490.12,80714.85,47995.277,33462.926,
2573,151.11187236510196,2.7996771,,,,41,,,,,,,10.567762,0,369.73288,122.99431,627.036,44.9459,0,231.32314,11.3188,13.151782,59.00916,116.92449,302.21228,58.15306,188.87308,99.745285,10.206902,0,59.01239,32.15088,13.437523,51.743267,118.98259,15.000607,193.37102,29.482271,35.089264,93.256546,316.1269,119.158646,28.357788,151.76045,257.62936,344.47055,59.546227,51.795525,132.41724,26.963186,195.45647,29408.367,31463.148,32870.098,45160.203,41239.32,36175.844,7.461333,67814.91,15.279189,28628.725,151.19789,105.68695,26969.008,46846.66,47682.92,61193.344,51859.227,67549.414,71028.66,84020.586,18.947027,112348.61,58431.215,45691.105,44386.25,38885.76,44476.574,42461.777,41222.766,53918.613,61431.348,57321.797,21.508396,200.33836,47.568607,94648.734,54287.562,46288.883,44476.07,38034.76,60843.715,61972.934,74348.97,72691.72,46194.945,45541.863,56259.4,58071.71,41896.113,
15331,152.00681892817158,8.713991,,,,,,,,,,,142.09698,339.65704,323.4844,531.90686,568.9579,953.93304,129.84682,105.58809,129.79352,226.23975,409.90643,326.36044,741.97833,244.68317,328.50845,512.24286,879.8427,600.2321,450.5513,411.34872,198.38759,535.3443,336.50192,169.35248,77.245094,499.23297,299.99515,124.13008,1042.8835,338.9008,312.87283,596.52155,426.08545,155.06711,1331.1046,11321.151,2622.2688,691.5445,28999.412,263.93552,744.4055,725.091,474.86688,450.25745,963.271,823.62805,1536.7731,274.84503,151.76863,79531.03,9299.164,138.13051,89.47613,613.84,370.47858,986.60895,196.95325,362.69104,405.84814,147.09787,310.83365,305.60748,84.407616,727.1212,549.60315,224.6613,292.0702,1221.3706,101.47794,391.99835,460.67267,658.8594,67.788704,450.076,852.73553,338.3576,1628.3214,399.09552,175.63719,822.15234,1670.4314,531.2747,213.40071,140.35274,1797.6774,215.32436,116.05699,910.4431,
1587,152.10706812472063,2.470335,,,,,,,,,,,934.3373,0,1850.2671,0,0,343.06024,0,0,0,0,556.10864,0,1428.0785,0,3185.1057,58.688774,0,0,80.038864,0,0,0,3129.8855,0,1315.6621,0,0,153.85184,0,0,634.74286,0,959.28687,3675.9082,0,0,0,686.28143,1805.1533,0,0,0,0,0,0,0,0,0,0,537.7835,1612.3495,0,505.54102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.1516,4402.3867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
764,153.0546840520792,2.0061653,,,,151,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,38.368603,0,0,0,362.5843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15213.008,3872.397,18792.965,20429.062,20850.23,15003.218,161.57738,31510.703,245.12314,7983.9614,0,0,10831.666,34259.406,6870.533,52681.664,22551.266,36283.223,29087.883,43136.484,0,54360.164,16804.008,27582.59,36505.465,21369.16,33527.15,3866.0261,20702.027,9524.27,8260.289,37968.29,0,0,0,3786.2556,15521.531,11931.377,29531.303,19359.322,10577.915,13914.819,73076.945,25609.383,41119.62,35056.15,29250.592,14099.487,20562.379,
968,153.05469046271742,2.145021,,,,228,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8.818819,12.080757,0,0,0,159.49979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15918.947,7053.3955,39292.85,29660.855,54681.656,38252.418,35.748924,8425.771,521.33344,54637.25,0,0,47913.99,29330.633,54043.363,17093.99,54335.555,71260.11,65703.3,33110.934,0,40447.832,56426.41,11603.786,11259.234,38173.65,14121.658,40771.53,42199.254,78398.8,57353.97,82953.4,0,0,0,53961.285,58367.06,55835.867,11896.357,40651.066,57296.395,61424.863,16740.246,23658.836,15543.474,41771.53,76514.49,62410.863,45873.367,
1389,153.05477413560573,2.4058564,,,,98,,,,,,,1690.2046,73.428535,1886.1133,1769.5518,404.04156,2943.796,2158.0034,984.4234,2054.3972,4532.6772,1318.5583,2544.2034,7527.5596,2849.858,3119.323,3377.0044,94.70117,347.99097,1884.9117,1323.712,1478.9722,1894.5764,2226.172,1934.415,1250.4557,3718.8384,3716.6663,2283.1257,7959.8096,7422.992,9840.2705,5910.8633,2372.8398,7282.9097,10001.295,4603.0864,2478.628,2966.5708,3200.4268,198372.44,157986.22,177399.58,297375.28,236669.11,275416.2,212.84283,250562.89,687.70044,215067.61,6399.1235,5301.5474,191733.64,387168.9,292763.88,314605.6,308283.0,426505.97,418175.4,295249.97,1969.0164,607132.3,339659.03,236957.31,235124.17,248104.58,233737.3,208568.38,245524.25,480748.4,256921.23,423144.84,1553.7668,1779.4105,6759.921,100693.97,292069.25,296315.7,101738.66,205436.95,305070.84,376381.38,342966.8,166310.0,298595.16,329211.97,382436.66,216503.08,182990.05,
6600,153.09105045613904,4.0114675,,,,198,106,[M-2H2O+H]+,,2,6600;6594,188.10534,0,16.756794,47.78675,188.22258,0,45.505814,191.95738,250.22598,181.9125,60.94494,174.15317,308.34567,1028.0748,103.56026,407.4342,70.10021,89.70514,144.12209,85.81955,0,0,0,0,0,0,0,74.702675,0,0,369.9668,1123.1638,381.6911,34.64024,118.444695,0,0,0,0,0,90512.734,61092.977,57485.223,116793.17,80550.43,98495.93,112.369255,56119.89,37.857674,74425.21,0,0,61658.92,131607.94,110520.66,142819.2,165891.36,171287.0,200068.9,200428.16,0,315487.16,187942.6,126349.89,109825.44,115858.59,105562.734,120225.805,99028.07,188421.2,133602.28,186368.27,0,773.01575,697.85815,176545.92,143984.36,149157.9,100959.23,127155.78,216387.86,223655.98,172701.34,102333.55,127427.18,175217.86,175994.97,113185.586,94557.06,
5366,153.0910992884635,3.6294193,,,,321,,,,,,,173.75592,13.193123,109.64509,103.03196,47.709267,33.53356,47.087578,101.68373,24.435144,135.01892,57.725098,80.4171,489.3094,58.997482,148.34589,22.714893,57.18386,33.152237,12.211109,13.849266,44.849586,17.26807,0,19.349302,52.726868,33.599346,18.183012,0,342.66278,231.30666,359.35504,107.292404,14.162891,139.0347,144.85321,130.67159,0,26.938549,195.28915,14812.646,24581.53,50446.41,96984.9,28202.643,47906.02,28.490086,18728.068,63.99018,28357.293,128.30084,83.10698,25294.5,38681.56,83589.04,33356.387,32168.088,39420.973,38881.414,110328.305,0,134921.62,69517.48,31498.387,19886.664,43929.402,75215.44,73210.53,33670.09,142517.53,103544.65,101962.766,47.3049,244.33618,226.23877,18426.08,17801.49,35773.51,31315.918,23681.564,16223.696,29896.576,44965.957,43227.277,42080.605,45409.785,85407.16,39965.332,70946.63,
192,153.0911116944493,0.5470721,,,,,,,,,,,10.771305,10.739788,0,0,0,0,0,0,0,0,0,0,22.004114,0,0,0,542.26794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33093.473,33363.0,30957.354,43903.92,36908.598,16597.107,98.93965,35634.78,168.00331,9935.349,0,0,17496.607,55592.49,52228.11,58081.875,54799.605,78875.47,80670.97,87953.336,0,107973.45,56272.465,58049.383,19362.906,43868.36,33715.156,32397.512,25977.105,70825.94,60626.793,51528.816,0,0,0,66354.1,59927.223,57998.523,55280.098,44920.875,35669.582,58258.746,18420.105,49690.582,60876.945,60849.496,64696.266,64978.355,29227.756,
1039,153.09113314726343,2.2228315,,,,228,,,,,,,96.90346,69.86487,53.06318,90.24529,71.04291,224.5989,118.741554,155.03017,124.10061,189.572,71.341515,144.80507,263.24826,270.74316,302.93558,600.1876,180.56664,71.61368,324.287,234.24283,93.6496,169.81021,186.19,157.76756,184.29565,54.45585,97.32249,331.42984,454.21576,200.25012,41.987366,327.87366,195.14743,190.89877,538.7463,151.95767,282.88632,230.71646,245.69177,71672.74,88989.25,82075.15,172641.9,150105.4,114254.52,323.07388,140576.61,882.93243,145839.9,181.78954,86.70479,130519.19,148454.16,144558.28,242817.9,200563.19,302710.75,253413.98,363852.62,49.834076,255085.2,155226.08,125158.54,159954.64,148198.67,159109.88,155550.31,175087.66,200833.05,203964.31,242797.34,179.61215,920.69666,140.58482,221059.1,222669.53,199736.38,143769.44,97655.14,220610.73,169542.22,248638.12,176898.34,199953.97,168551.22,257777.25,226719.56,146664.45,
3168,153.09113674096352,3.0013144,,,,159,,,,,,,208.77113,156.61267,374.39066,244.12183,327.26996,301.39224,199.17108,320.23938,237.0766,248.54218,224.85666,315.7735,534.3026,157.2813,554.30005,339.9304,94.132034,103.49592,326.6027,265.3979,229.43274,317.3138,521.22485,226.16086,466.9279,120.836975,289.31708,428.68832,834.393,435.4321,253.60806,320.06705,392.44266,524.74426,355.7396,290.8479,291.47852,299.19705,302.78595,38323.168,92932.375,93644.34,176487.83,115168.05,132689.08,300.16058,47724.67,248.87305,51913.18,319.14835,98.39992,44573.355,176276.7,154507.42,76370.49,152510.84,95445.23,79434.14,202367.67,339.22052,232835.77,167005.94,67802.19,60487.902,145383.4,56820.555,170056.3,68053.16,226695.53,67137.84,248156.98,244.59778,216.26056,582.5089,67235.914,210421.16,184940.34,143666.16,153950.1,247735.22,192778.3,82920.89,63288.11,69953.2,202024.69,82330.94,68554.81,163761.89,
4109,153.09114009483912,3.2774794,,,,67,,,,,,,51.987335,43.51404,97.8792,166.96542,20.91597,27.008354,96.07266,43.025845,114.695335,205.56975,247.17065,282.96255,464.7359,139.72752,160.96951,80.67221,119.88251,21.788704,159.0844,42.970253,29.752415,109.299866,16.10049,27.45367,29.394527,365.6285,225.61128,46.254745,694.2914,500.44113,416.38373,405.2926,110.278946,235.05267,663.1853,239.68901,97.67653,143.59918,502.32617,64395.918,61010.83,64040.273,87718.48,74512.07,63844.293,120.005104,66875.49,54.00428,70609.016,268.69992,213.21114,62655.29,130758.74,93078.91,98544.08,99468.28,144499.45,154202.98,144174.72,71.17803,190148.19,122138.1,93318.01,83875.46,85687.64,79630.984,84380.39,86020.43,135370.02,103355.88,147472.81,160.21451,288.06384,387.70078,105159.1,105465.93,91601.375,88048.6,77570.46,107298.72,134875.75,118758.01,86614.17,125043.06,128712.54,146245.53,113594.86,78909.555,
14272,153.12751526462728,6.909122,,,,85,,,,,,,0,0,1280.1572,1775.3636,0,2175.9988,3360.8533,724.95856,2856.0674,1115.4225,599.0689,3349.094,3743.0696,2797.33,3366.8547,4243.148,0,0,0,199.10292,1762.9485,3198.3918,2589.0598,3173.1108,2643.1907,6364.621,5343.097,3334.867,3496.401,5917.069,2319.4749,10433.007,2186.3914,4632.4663,5814.8843,7025.138,11426.215,9852.244,7461.1265,0,0,45.290295,0,20.874222,0,0,0,0,0,8313.4375,11695.2295,0,0,0,78.87793,25.279564,50.04429,0,0,3197.1104,0,0,0,109.288315,0,19.280266,131.44543,37.892353,0,204.95271,151.66354,6230.831,2812.9854,1491.027,0,34.8024,12.17989,38.240246,0,35.86004,0,133.23009,0,50.383186,0,159.46811,78.81041,40.171318,
211,154.07498982073218,0.5466813,,,,,,,,,,,0,0,0,0,0,0,0,0,0,74.32403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376860.0,0,0,0,0,0,0,0,0,915.4761,881.40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
443,154.08633341301865,1.0498456,,,,,,,,,,,18.095207,0,22.056683,23.120785,29.105598,20.463015,27.678019,12.359798,22.247398,36.738342,39.189167,0,24.460625,0,19.217905,34.328644,14.56226,58.995728,52.80442,127.46882,19.45241,36.851276,53.814384,17.299683,28.639492,112.47459,14.665703,12.529178,0,14.943457,0,14.074603,44.94005,35.764732,135.20398,18.18186,68.162476,46.95221,72.44879,6459.2827,2295.4658,4968.08,3230.5955,2532.189,3867.133,25.767439,4478.378,0,6103.9126,52.459557,85.16463,5547.654,14789.469,6636.5366,2166.0356,8460.893,27985.178,12436.011,28556.328,0,26597.834,5734.0215,6723.0137,8020.3364,7974.0747,5821.981,6030.7715,5088.8545,22462.379,2844.7805,11084.727,17.439173,31.561773,24.768301,22741.562,19608.63,8065.601,8518.256,7272.3867,8651.034,17625.543,7279.2427,15604.48,5149.0283,18205.943,7208.578,17939.445,6578.705,
1743,154.1226441865361,2.5076144,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9878645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909.1475,8448.431,2635.6643,0,4663.485,10095.287,0,3302.4607,0,5368.2783,0,0,5535.417,0,3015.4368,3652.4844,4492.1987,8309.519,1581.8756,10160.754,0,8240.96,48912.055,1868.4182,5373.203,734.9737,20987.219,4192.32,5700.987,0,1082.8981,658.4763,0,0,0,1798.7405,10787.434,11889.619,2079.2903,12829.496,7472.9106,5859.2983,2344.597,13320.492,4508.067,18416.05,5247.529,3569.0198,15727.569,
639,154.12273591838388,1.8161057,,,,,,,,,,,0,0,0,0,0,36283.195,0,0,46348.35,0,0,0,0,0,0,0,0,0,0,0,0,53285.18,0,34086.34,38837.258,0,0,0,0,0,0,0,0,13.888088,0,0,0,0,0,264.29617,317.93634,0,0,0,1458.0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.243484,1318.5342,194.97383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.68347,0,0,0,0,0,0,0,
8344,154.15906814514713,4.5589137,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161599.02,0,0,0,0,0,0,0,0,15646.951,31607.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.6882,8831.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6596.213,0,0,
